"STATION","AQHI DISPLAY NAME","DATE","MIN","MEAN","MAX","VALID HOURS"
"X100005","Metro Vancouver SE   ","10/24/2016","1.6","1.97","2.4","24"
"X100005","Metro Vancouver SE   ","10/25/2016","1.7","2.02","2.3","24"
"X100005","Metro Vancouver SE   ","10/26/2016","1.6","1.69","2","24"
"X100005","Metro Vancouver SE   ","10/27/2016","1.7","2.06","2.2","24"
"X100005","Metro Vancouver SE   ","10/28/2016","1.5","1.75","2.4","24"
"X100005","Metro Vancouver SE   ","10/29/2016","1.2","1.51","1.8","24"
"X100005","Metro Vancouver SE   ","10/30/2016","1.2","1.68","2.6","24"
"X100005","Metro Vancouver SE   ","10/31/2016","1.2","1.64","2.3","24"
"X100005","Metro Vancouver SE   ","11/1/2016","1.7","1.9","2.1","22"
"X100005","Metro Vancouver SE   ","11/2/2016","1.8","1.96","2.1","24"
"X100005","Metro Vancouver SE   ","11/3/2016","1.5","2.07","2.7","24"
"X100005","Metro Vancouver SE   ","11/4/2016","1.3","1.86","2.5","24"
"X100005","Metro Vancouver SE   ","11/5/2016","1.6","1.88","2.2","24"
"X100005","Metro Vancouver SE   ","11/6/2016","1.5","1.79","2.1","23"
"X100005","Metro Vancouver SE   ","11/7/2016","1.3","1.56","1.8","24"
"X100005","Metro Vancouver SE   ","11/8/2016","1.2","1.62","2.1","24"
"X100005","Metro Vancouver SE   ","11/9/2016","1.3","1.59","1.9","24"
"X100005","Metro Vancouver SE   ","11/10/2016","1.3","1.67","2.1","24"
"X100005","Metro Vancouver SE   ","11/11/2016","1","1.48","2.1","24"
"X100005","Metro Vancouver SE   ","11/12/2016","1.5","1.95","2.4","24"
"X100005","Metro Vancouver SE   ","11/13/2016","1.5","1.78","2.1","24"
"X100005","Metro Vancouver SE   ","11/14/2016","1.7","2.1","2.6","24"
"X100005","Metro Vancouver SE   ","11/15/2016","1.5","1.86","2.3","24"
"X100005","Metro Vancouver SE   ","11/16/2016","1.8","1.9","2.1","24"
"X100005","Metro Vancouver SE   ","11/17/2016","1.4","1.68","2.2","24"
"X100005","Metro Vancouver SE   ","11/18/2016","1.4","1.59","1.8","24"
"X100005","Metro Vancouver SE   ","11/19/2016","1.4","1.53","1.6","24"
"X100005","Metro Vancouver SE   ","11/20/2016","1.3","1.51","1.8","24"
"X100005","Metro Vancouver SE   ","11/21/2016","1.5","1.81","2.2","24"
"X100005","Metro Vancouver SE   ","11/22/2016","1.3","1.6","2","24"
"X100005","Metro Vancouver SE   ","11/23/2016","1.6","1.87","2","24"
"X100005","Metro Vancouver SE   ","11/24/2016","1.7","1.87","2","24"
"X100005","Metro Vancouver SE   ","11/25/2016","1.5","1.98","2.3","24"
"X100005","Metro Vancouver SE   ","11/26/2016","1.5","1.81","2","24"
"X100005","Metro Vancouver SE   ","11/27/2016","1.4","1.65","1.8","24"
"X100005","Metro Vancouver SE   ","11/28/2016","1.5","1.83","2.1","24"
"X100005","Metro Vancouver SE   ","11/29/2016","1.2","1.44","1.6","24"
"X100005","Metro Vancouver SE   ","11/30/2016","1.1","1.58","2","23"
"X100005","Metro Vancouver SE   ","12/1/2016","1.6","1.83","2","22"
"X100005","Metro Vancouver SE   ","12/2/2016","1.3","1.71","2.1","24"
"X100005","Metro Vancouver SE   ","12/3/2016","1.7","1.86","2.1","24"
"X100005","Metro Vancouver SE   ","12/4/2016","1.8","2.2","2.8","24"
"X100005","Metro Vancouver SE   ","12/5/2016","1.5","1.8","2.1","24"
"X100005","Metro Vancouver SE   ","12/6/2016","1.7","2.01","2.4","24"
"X100005","Metro Vancouver SE   ","12/7/2016","1.8","1.89","2","24"
"X100005","Metro Vancouver SE   ","12/8/2016","1.8","1.93","2.1","24"
"X100005","Metro Vancouver SE   ","12/9/2016","1.7","1.89","2","24"
"X100005","Metro Vancouver SE   ","12/10/2016","1.5","1.55","1.7","24"
"X100005","Metro Vancouver SE   ","12/11/2016","1.5","1.7","1.9","24"
"X100005","Metro Vancouver SE   ","12/12/2016","1.5","1.95","2.3","24"
"X100005","Metro Vancouver SE   ","12/13/2016","2","2.22","2.7","24"
"X100005","Metro Vancouver SE   ","12/14/2016","2.1","2.68","3.7","24"
"X100005","Metro Vancouver SE   ","12/15/2016","2.3","2.59","3","24"
"X100005","Metro Vancouver SE   ","12/16/2016","2.2","2.52","3.5","24"
"X100005","Metro Vancouver SE   ","12/17/2016","2.2","2.35","2.7","24"
"X100005","Metro Vancouver SE   ","12/18/2016","2.1","2.22","2.4","24"
"X100005","Metro Vancouver SE   ","12/19/2016","1.9","2.32","2.8","24"
"X100005","Metro Vancouver SE   ","12/20/2016","1.8","2.12","2.3","24"
"X100005","Metro Vancouver SE   ","12/21/2016","1.9","2.24","2.5","24"
"X100005","Metro Vancouver SE   ","12/22/2016","1.6","2.16","2.7","24"
"X100005","Metro Vancouver SE   ","12/23/2016","1.5","2.15","2.7","24"
"X100005","Metro Vancouver SE   ","12/24/2016","1.4","1.78","2.4","24"
"X100005","Metro Vancouver SE   ","12/25/2016","1.5","1.89","2.2","24"
"X100005","Metro Vancouver SE   ","12/26/2016","1.7","1.76","1.9","24"
"X100005","Metro Vancouver SE   ","12/27/2016","1.7","2","2.3","24"
"X100005","Metro Vancouver SE   ","12/28/2016","1.9","2.11","2.7","24"
"X100005","Metro Vancouver SE   ","12/29/2016","1.7","2.06","2.4","24"
"X100005","Metro Vancouver SE   ","12/30/2016","2","2.36","2.8","24"
"X100005","Metro Vancouver SE   ","12/31/2016","1.6","1.8","2.3","24"
