city,country,ISO CountryCode,AirportName,airporturl,ICAO,IATA,latitude,longitude,moreinfourl
Hienghene  Hienghene,New,NC,Hienghene,http://airportsbase.org/New_Caledonia/all/Hienghene/Hienghene, ,HNG,"20° 41' 0"" S","164° 56' 0"" E",http://airportsbase.org/New_Caledonia/all/Hienghene/Hienghene
Houailou  Houailou,New,NC,Houailou,http://airportsbase.org/New_Caledonia/all/Houailou/Houailou,NWWH,HLU,"21° 15' 0"" S","165° 37' 0"" E",http://airportsbase.org/New_Caledonia/all/Houailou/Houailou
Ile Art  Ile Art,New,NC,Wala,http://airportsbase.org/New_Caledonia/all/Ile_Art/Wala,NWWC,,,,http://airportsbase.org/New_Caledonia/all/Ile_Art/Wala
Ile Des Pins  Ile Des Pins,New,NC,Ile Des Pins,http://airportsbase.org/New_Caledonia/all/Ile_Des_Pins/Ile_Des_Pins,NWWE,ILP,"22° 35' 19.88"" S","167° 27' 21.49"" E",http://airportsbase.org/New_Caledonia/all/Ile_Des_Pins/Ile_Des_Pins
Ile Ouen  Ile Ouen,New,NC,Edmond Cane,http://airportsbase.org/New_Caledonia/all/Ile_Ouen/Edmond_Cane,NWWO,IOU,"22° 25' 0"" S","166° 48' 0"" E",http://airportsbase.org/New_Caledonia/all/Ile_Ouen/Edmond_Cane
Kone  Kone,New,NC,Kone,http://airportsbase.org/New_Caledonia/all/Kone/Kone,NWWD,KNQ,"21° 03' 12.34"" S","164° 50' 16.10"" E",http://airportsbase.org/New_Caledonia/all/Kone/Kone
Koumac  Koumac,New,NC,Koumac,http://airportsbase.org/New_Caledonia/all/Koumac/Koumac,NWWK,KOC,"20° 32' 46.73"" S","164° 15' 20.25"" E",http://airportsbase.org/New_Caledonia/all/Koumac/Koumac
La Foa  La Foa,New,NC,Ouatom,http://airportsbase.org/New_Caledonia/all/La_Foa/Ouatom,NWWT,,,,http://airportsbase.org/New_Caledonia/all/La_Foa/Ouatom
Mueo  Mueo,New,NC,Mueo,http://airportsbase.org/New_Caledonia/all/Mueo/Mueo, ,PDC,"21° 21' 0"" S","165° 0' 0"" E",http://airportsbase.org/New_Caledonia/all/Mueo/Mueo
Noumea  Noumea,New,NC,Aeroport Magenta,http://airportsbase.org/New_Caledonia/all/Noumea/Aeroport_Magenta,NWWM,GEA,"22° 15' 29.80"" S","166° 28' 22.10"" E",http://airportsbase.org/New_Caledonia/all/Noumea/Aeroport_Magenta
Poum  Poum,New,NC,Malabu,http://airportsbase.org/New_Caledonia/all/Poum/Malabu,NWWP,PUV,"20° 17' 0"" S","164° 6' 0"" E",http://airportsbase.org/New_Caledonia/all/Poum/Malabu
Tadine (Mare Island  Tadine (Mare Island,New,NC,La Roche,http://airportsbase.org/New_Caledonia/all/Tadine_Mare_Island/La_Roche,NWWR,MEE,"21° 28' 54.04"" S","168° 02' 15.03"" E",http://airportsbase.org/New_Caledonia/all/Tadine_Mare_Island/La_Roche
Tiga  Tiga,New,NC,Tiga,http://airportsbase.org/New_Caledonia/all/Tiga/Tiga,NWWA,TGJ,"42° 35' 17"" N","19° 8' 50"" E",http://airportsbase.org/New_Caledonia/all/Tiga/Tiga
Touho  Touho,New,NC,Touho,http://airportsbase.org/New_Caledonia/all/Touho/Touho,NWWU,TOU,"20° 47' 24.10"" S","165° 15' 34.15"" E",http://airportsbase.org/New_Caledonia/all/Touho/Touho
We (Lifou Island  We (Lifou Island,New,NC,Wanaham,http://airportsbase.org/New_Caledonia/all/We_Lifou_Island/Wanaham,NWWL,LIF,"20° 46' 29.28"" S","167° 14' 23.51"" E",http://airportsbase.org/New_Caledonia/all/We_Lifou_Island/Wanaham
Chatham Island,New,NZ,Waitangi,http://airportsbase.org/New_Zealand/Chatham_Island/Waitangi,1,"<a href=""/New_Zealand/Chatham_Island/Waitangi"" onclick=""show('id-Waitangi');return false;"">Airport codes Waitangi</a>","<a href=""/New_Zealand/Chatham_Island/Waitangi/info"">More info...</a>","<a href=""/New_Zealand/Chatham_Island/Waitangi/info"">More info...</a>",http://airportsbase.org/New_Zealand/Chatham_Island/Waitangi/info
North Island  North Island,New,NZ,Auckland,http://airportsbase.org/New_Zealand/North_Island/Auckland,6,"<a href=""/New_Zealand/North_Island/Auckland"" onclick=""show('id-Auckland');return false;"">Airport codes Auckland</a>","<a href=""/New_Zealand/North_Island/Auckland/info"">More info...</a>","<a href=""/New_Zealand/North_Island/Auckland/info"">More info...</a>",http://airportsbase.org/New_Zealand/North_Island/Auckland/info
South Island  South Island,New,NZ,Christchurch,http://airportsbase.org/New_Zealand/South_Island/Christchurch,4,"<a href=""/New_Zealand/South_Island/Christchurch"" onclick=""show('id-Christchurch');return false;"">Airport codes Christchurch</a>","<a href=""/New_Zealand/South_Island/Christchurch/info"">More info...</a>","<a href=""/New_Zealand/South_Island/Christchurch/info"">More info...</a>",http://airportsbase.org/New_Zealand/South_Island/Christchurch/info
Bluefields  Bluefields,Nicaragua,NI,Bluefields,http://airportsbase.org/Nicaragua/all/Bluefields/Bluefields,MNBL,BEF,"11° 59' 27.46"" N","083° 46' 26.71"" W",http://airportsbase.org/Nicaragua/all/Bluefields/Bluefields
Bonanza  Bonanza,Nicaragua,NI,San Pedro,http://airportsbase.org/Nicaragua/all/Bonanza/San_Pedro,MNBZ,BZA,"13° 57' 0"" N","84° 36' 0"" W",http://airportsbase.org/Nicaragua/all/Bonanza/San_Pedro
Chinandega  Chinandega,Nicaragua,NI,Airport of Chinandega,http://airportsbase.org/Nicaragua/all/Chinandega/Airport_of_Chinandega,MNCH,,,,http://airportsbase.org/Nicaragua/all/Chinandega/Airport_of_Chinandega
Corn Island  Corn Island,Nicaragua,NI,Corn Island,http://airportsbase.org/Nicaragua/all/Corn_Island/Corn_Island,MNCI,RNI,"12° 5' 0"" N","83° 4' 0"" W",http://airportsbase.org/Nicaragua/all/Corn_Island/Corn_Island
Leon  Leon,Nicaragua,NI,Leon,http://airportsbase.org/Nicaragua/all/Leon/Leon,MNLN,LEN,"12° 25' 40.90"" N","086° 54' 08.50"" W",http://airportsbase.org/Nicaragua/all/Leon/Leon
Los Brsiles  Los Brsiles,Nicaragua,NI,Aeropuerto Carlos Ulloa,http://airportsbase.org/Nicaragua/all/Los_Brsiles/Aeropuerto_Carlos_Ulloa,MNBR,,"12° 11' 24.16"" N","086° 21' 13.94"" W",http://airportsbase.org/Nicaragua/all/Los_Brsiles/Aeropuerto_Carlos_Ulloa
Managua  Managua,Nicaragua,NI,Augusto Cesar Sandino,http://airportsbase.org/Nicaragua/all/Managua/Augusto_Cesar_Sandino,MNMG,MGA,"12° 8' 0"" N","86° 11' 0"" W",http://airportsbase.org/Nicaragua/all/Managua/Augusto_Cesar_Sandino
Montelimar  Montelimar,Nicaragua,NI,MONTELIMAR,http://airportsbase.org/Nicaragua/all/Montelimar/MONTELIMAR,MNMR,,"11° 48' 18.56"" N","086° 30' 40.83"" W",http://airportsbase.org/Nicaragua/all/Montelimar/MONTELIMAR
Nueva Guinea  Nueva Guinea,Nicaragua,NI,Nueva Guinea,http://airportsbase.org/Nicaragua/all/Nueva_Guinea/Nueva_Guinea, ,NVG,"11° 40' 0"" N","84° 27' 0"" W",http://airportsbase.org/Nicaragua/all/Nueva_Guinea/Nueva_Guinea
Puerto Cabezas  Puerto Cabezas,Nicaragua,NI,Puerto Cabezas,http://airportsbase.org/Nicaragua/all/Puerto_Cabezas/Puerto_Cabezas,MNPC,PUZ,"14° 02' 49.90"" N","083° 23' 12.20"" W",http://airportsbase.org/Nicaragua/all/Puerto_Cabezas/Puerto_Cabezas
Punta Huete  Punta Huete,Nicaragua,NI,PUNTA HUETE,http://airportsbase.org/Nicaragua/all/Punta_Huete/PUNTA_HUETE,MNFC,,"12° 21' 12.10"" N","086° 10' 58.60"" W",http://airportsbase.org/Nicaragua/all/Punta_Huete/PUNTA_HUETE
Rosita  Rosita,Nicaragua,NI,Rosita,http://airportsbase.org/Nicaragua/all/Rosita/Rosita, ,RFS,,,http://airportsbase.org/Nicaragua/all/Rosita/Rosita
San Carlos  San Carlos,Nicaragua,NI,Aeropuerto San Juan,http://airportsbase.org/Nicaragua/all/San_Carlos/Aeropuerto_San_Juan,MNSC,,,,http://airportsbase.org/Nicaragua/all/San_Carlos/Aeropuerto_San_Juan
Siuna  Siuna,Nicaragua,NI,Siuna,http://airportsbase.org/Nicaragua/all/Siuna/Siuna,MNSI,SIU,"13° 35' 0"" N","84° 22' 0"" W",http://airportsbase.org/Nicaragua/all/Siuna/Siuna
Waspam  Waspam,Nicaragua,NI,Waspam,http://airportsbase.org/Nicaragua/all/Waspam/Waspam, ,WSP,"14° 35' 0"" N","84° 5' 0"" W",http://airportsbase.org/Nicaragua/all/Waspam/Waspam
Agades (Agadez  Agades (Agadez,Niger,NE,Agades,http://airportsbase.org/Niger/all/Agades_Agadez/Agades,DRZA,AJY,"16° 58' 0"" N","7° 59' 0"" E",http://airportsbase.org/Niger/all/Agades_Agadez/Agades
Arlit  Arlit,Niger,NE,Arlit,http://airportsbase.org/Niger/all/Arlit/Arlit,DRZL,RLT,"18° 47' 0"" N","7° 22' 0"" E",http://airportsbase.org/Niger/all/Arlit/Arlit
Birni N'Konni  Birni N'Konni,Niger,NE,Birni Nkoni,http://airportsbase.org/Niger/all/Birni_N_Konni/Birni_Nkoni, ,BKN,"13° 48' 0"" N","5° 15' 0"" E",http://airportsbase.org/Niger/all/Birni_N_Konni/Birni_Nkoni
Diffa  Diffa,Niger,NE,DIFFA,http://airportsbase.org/Niger/all/Diffa/DIFFA,DRZF,,"13° 22' 22.42"" N","012° 37' 36.07"" E",http://airportsbase.org/Niger/all/Diffa/DIFFA
Dirkou  Dirkou,Niger,NE,DIRKOU,http://airportsbase.org/Niger/all/Dirkou/DIRKOU,DRZD,,"18° 58' 07.33"" N","012° 52' 07.14"" E",http://airportsbase.org/Niger/all/Dirkou/DIRKOU
Dogondoutchi  Dogondoutchi,Niger,NE,Airport of Dogondoutchi,http://airportsbase.org/Niger/all/Dogondoutchi/Airport_of_Dogondoutchi,DRRC,,,,http://airportsbase.org/Niger/all/Dogondoutchi/Airport_of_Dogondoutchi
Dosso  Dosso,Niger,NE,Airport of Dosso,http://airportsbase.org/Niger/all/Dosso/Airport_of_Dosso,DRRD,,,,http://airportsbase.org/Niger/all/Dosso/Airport_of_Dosso
Gaya  Gaya,Niger,NE,Airport of Gaya,http://airportsbase.org/Niger/all/Gaya/Airport_of_Gaya,DRRG,,,,http://airportsbase.org/Niger/all/Gaya/Airport_of_Gaya
Goure  Goure,Niger,NE,Airport of Goure,http://airportsbase.org/Niger/all/Goure/Airport_of_Goure,DRZG,,,,http://airportsbase.org/Niger/all/Goure/Airport_of_Goure
Iferouane  Iferouane,Niger,NE,Airport of Iferouane,http://airportsbase.org/Niger/all/Iferouane/Airport_of_Iferouane,DRZI,,,,http://airportsbase.org/Niger/all/Iferouane/Airport_of_Iferouane
La Tapoa  La Tapoa,Niger,NE,Airport of La Tapoa,http://airportsbase.org/Niger/all/La_Tapoa/Airport_of_La_Tapoa,DRRP,,,,http://airportsbase.org/Niger/all/La_Tapoa/Airport_of_La_Tapoa
Maine-Soroa  Maine-Soroa,Niger,NE,Airport of Maine-Soroa,http://airportsbase.org/Niger/all/Maine-Soroa/Airport_of_Maine-Soroa,DRZM,,,,http://airportsbase.org/Niger/all/Maine-Soroa/Airport_of_Maine-Soroa
Maradi  Maradi,Niger,NE,Maradi,http://airportsbase.org/Niger/all/Maradi/Maradi,DRRM,MFQ,"13° 30' 09.11"" N","007° 07' 36.31"" E",http://airportsbase.org/Niger/all/Maradi/Maradi
Niamey  Niamey,Niger,NE,Niamey FIC ACC COM,http://airportsbase.org/Niger/all/Niamey/Niamey_FIC_ACC_COM,DRRN,NIM,"13° 29' 0"" N","2° 10' 0"" E",http://airportsbase.org/Niger/all/Niamey/Niamey_FIC_ACC_COM
Ouallam  Ouallam,Niger,NE,Airport of Ouallam,http://airportsbase.org/Niger/all/Ouallam/Airport_of_Ouallam,DRRU,,,,http://airportsbase.org/Niger/all/Ouallam/Airport_of_Ouallam
Tahoua  Tahoua,Niger,NE,Tahoua,http://airportsbase.org/Niger/all/Tahoua/Tahoua,DRRT,THZ,"14° 52' 32.37"" N","005° 15' 55.29"" E",http://airportsbase.org/Niger/all/Tahoua/Tahoua
Tanout  Tanout,Niger,NE,Airport of Tanout,http://airportsbase.org/Niger/all/Tanout/Airport_of_Tanout,DRZT,,,,http://airportsbase.org/Niger/all/Tanout/Airport_of_Tanout
Tera  Tera,Niger,NE,Airport of Tera,http://airportsbase.org/Niger/all/Tera/Airport_of_Tera,DRRE,,,,http://airportsbase.org/Niger/all/Tera/Airport_of_Tera
Tessaoua  Tessaoua,Niger,NE,Airport of Tessaoua,http://airportsbase.org/Niger/all/Tessaoua/Airport_of_Tessaoua,DRRA,,,,http://airportsbase.org/Niger/all/Tessaoua/Airport_of_Tessaoua
Tilabery  Tilabery,Niger,NE,Airport of Tilabery,http://airportsbase.org/Niger/all/Tilabery/Airport_of_Tilabery,DRRL,,,,http://airportsbase.org/Niger/all/Tilabery/Airport_of_Tilabery
Zinder  Zinder,Niger,NE,Zinder,http://airportsbase.org/Niger/all/Zinder/Zinder,DRZR,ZND,"13° 46' 44.39"" N","008° 59' 01.54"" E",http://airportsbase.org/Niger/all/Zinder/Zinder
Aba  Aba,Nigeria,NG,Airport of Aba,http://airportsbase.org/Nigeria/all/Aba/Airport_of_Aba, ,QAX,,,http://airportsbase.org/Nigeria/all/Aba/Airport_of_Aba
Abeokuta  Abeokuta,Nigeria,NG,Airport of Abeokuta,http://airportsbase.org/Nigeria/all/Abeokuta/Airport_of_Abeokuta, ,QAT,,,http://airportsbase.org/Nigeria/all/Abeokuta/Airport_of_Abeokuta
Abuja  Abuja,Nigeria,NG,Nnamdi Azikiwe International Airport,http://airportsbase.org/Nigeria/all/Abuja/Nnamdi_Azikiwe_International_Airport,DNAA,ABV,"9° 0' 24"" N","7° 15' 47"" E",http://airportsbase.org/Nigeria/all/Abuja/Nnamdi_Azikiwe_International_Airport
Ajaokuta  Ajaokuta,Nigeria,NG,AJAOKUTA,http://airportsbase.org/Nigeria/all/Ajaokuta/AJAOKUTA, ,QJK,"07° 27' 26.06"" N","006° 27' 40.06"" E",http://airportsbase.org/Nigeria/all/Ajaokuta/AJAOKUTA
Akure  Akure,Nigeria,NG,Akure,http://airportsbase.org/Nigeria/all/Akure/Akure,DNAK,AKR,"07° 14' 48.26"" N","005° 18' 03.63"" E",http://airportsbase.org/Nigeria/all/Akure/Akure
Apapa  Apapa,Nigeria,NG,Airport of Apapa,http://airportsbase.org/Nigeria/all/Apapa/Airport_of_Apapa, ,QAP,,,http://airportsbase.org/Nigeria/all/Apapa/Airport_of_Apapa
Bacita  Bacita,Nigeria,NG,Airport of Bacita,http://airportsbase.org/Nigeria/all/Bacita/Airport_of_Bacita, ,QCT,,,http://airportsbase.org/Nigeria/all/Bacita/Airport_of_Bacita
Bauchi  Bauchi,Nigeria,NG,Airport of Bauchi,http://airportsbase.org/Nigeria/all/Bauchi/Airport_of_Bauchi, ,QBU,,,http://airportsbase.org/Nigeria/all/Bauchi/Airport_of_Bauchi
Benin City  Benin City,Nigeria,NG,Benin City,http://airportsbase.org/Nigeria/all/Benin_City/Benin_City,DNBE,BNI,"6° 19' 0"" N","5° 37' 0"" E",http://airportsbase.org/Nigeria/all/Benin_City/Benin_City
Bida  Bida,Nigeria,NG,Airport of Bida,http://airportsbase.org/Nigeria/all/Bida/Airport_of_Bida,DNBI,,,,http://airportsbase.org/Nigeria/all/Bida/Airport_of_Bida
Calabar  Calabar,Nigeria,NG,Calabar,http://airportsbase.org/Nigeria/all/Calabar/Calabar,DNCA,CBQ,"04° 58' 33.67"" N","008° 20' 49.91"" E",http://airportsbase.org/Nigeria/all/Calabar/Calabar
Eket  Eket,Nigeria,NG,EKET,http://airportsbase.org/Nigeria/all/Eket/EKET, ,,"04° 38' 31.84"" N","007° 56' 56.54"" E",http://airportsbase.org/Nigeria/all/Eket/EKET
Enugu  Enugu,Nigeria,NG,Enugu,http://airportsbase.org/Nigeria/all/Enugu/Enugu,DNEN,ENU,"06° 28' 27.38"" N","007° 33' 43.06"" E",http://airportsbase.org/Nigeria/all/Enugu/Enugu
Escravos  Escravos,Nigeria,NG,ESCRAVOS,http://airportsbase.org/Nigeria/all/Escravos/ESCRAVOS, ,,"05° 37' 31.16"" N","005° 11' 32.58"" E",http://airportsbase.org/Nigeria/all/Escravos/ESCRAVOS
Gusau  Gusau,Nigeria,NG,GUSAU,http://airportsbase.org/Nigeria/all/Gusau/GUSAU,DNGU,QUS,"12° 10' 18.00"" N","006° 41' 46.00"" E",http://airportsbase.org/Nigeria/all/Gusau/GUSAU
Ibadan  Ibadan,Nigeria,NG,Ibadan,http://airportsbase.org/Nigeria/all/Ibadan/Ibadan,DNIB,IBA,"07° 21' 44.85"" N","003° 58' 42.00"" E",http://airportsbase.org/Nigeria/all/Ibadan/Ibadan
Ikoyi  Ikoyi,Nigeria,NG,Airport of Ikoyi,http://airportsbase.org/Nigeria/all/Ikoyi/Airport_of_Ikoyi, ,QIK,,,http://airportsbase.org/Nigeria/all/Ikoyi/Airport_of_Ikoyi
Ilorin  Ilorin,Nigeria,NG,Ilorin,http://airportsbase.org/Nigeria/all/Ilorin/Ilorin,DNIL,ILR,"08° 26' 24.76"" N","004° 29' 38.11"" E",http://airportsbase.org/Nigeria/all/Ilorin/Ilorin
Jos  Jos,Nigeria,NG,Jos,http://airportsbase.org/Nigeria/all/Jos/Jos,DNJO,JOS,"9° 38' 23"" N","8° 52' 9"" E",http://airportsbase.org/Nigeria/all/Jos/Jos
Kaduna  Kaduna,Nigeria,NG,Kaduna,http://airportsbase.org/Nigeria/all/Kaduna/Kaduna,DNKA,KAD,"10° 41' 45.69"" N","007° 19' 12.41"" E",http://airportsbase.org/Nigeria/all/Kaduna/Kaduna
Kano  Kano,Nigeria,NG,Aminu Kano Intl Apt,http://airportsbase.org/Nigeria/all/Kano/Aminu_Kano_Intl_Apt,DNKK,KAN,"12° 2' 51"" N","8° 31' 29"" E",http://airportsbase.org/Nigeria/all/Kano/Aminu_Kano_Intl_Apt
Katsina  Katsina,Nigeria,NG,KATSINA,http://airportsbase.org/Nigeria/all/Katsina/KATSINA, ,,"13° 00' 28.19"" N","007° 39' 37.62"" E",http://airportsbase.org/Nigeria/all/Katsina/KATSINA
Lagos  Lagos,Nigeria,NG,Murtala Muhammed,http://airportsbase.org/Nigeria/all/Lagos/Murtala_Muhammed,DNMM,LOS,"06° 34' 38.53"" N","003° 19' 16.16"" E",http://airportsbase.org/Nigeria/all/Lagos/Murtala_Muhammed
Maiduguri  Maiduguri,Nigeria,NG,Maiduguri,http://airportsbase.org/Nigeria/all/Maiduguri/Maiduguri,DNMA,MIU,"11° 51' 19.25"" N","013° 04' 51.42"" E",http://airportsbase.org/Nigeria/all/Maiduguri/Maiduguri
Makurdi  Makurdi,Nigeria,NG,Makurdi,http://airportsbase.org/Nigeria/all/Makurdi/Makurdi,DNMK,MDI,"07° 42' 13.98"" N","008° 36' 50.18"" E",http://airportsbase.org/Nigeria/all/Makurdi/Makurdi
Marina  Marina,Nigeria,NG,Airport of Marina,http://airportsbase.org/Nigeria/all/Marina/Airport_of_Marina, ,QNN,,,http://airportsbase.org/Nigeria/all/Marina/Airport_of_Marina
Minna  Minna,Nigeria,NG,Minna,http://airportsbase.org/Nigeria/all/Minna/Minna,DNMN,MXJ,"9° 37' 0"" N","6° 32' 0"" E",http://airportsbase.org/Nigeria/all/Minna/Minna
Nsukka  Nsukka,Nigeria,NG,Airport of Nsukka,http://airportsbase.org/Nigeria/all/Nsukka/Airport_of_Nsukka, ,QNK,,,http://airportsbase.org/Nigeria/all/Nsukka/Airport_of_Nsukka
Onitsha  Onitsha,Nigeria,NG,Airport of Onitsha,http://airportsbase.org/Nigeria/all/Onitsha/Airport_of_Onitsha, ,QNI,,,http://airportsbase.org/Nigeria/all/Onitsha/Airport_of_Onitsha
Oshogbo  Oshogbo,Nigeria,NG,Airport of Oshogbo,http://airportsbase.org/Nigeria/all/Oshogbo/Airport_of_Oshogbo,DNOS,,,,http://airportsbase.org/Nigeria/all/Oshogbo/Airport_of_Oshogbo
Owerri  Owerri,Nigeria,NG,IMO,http://airportsbase.org/Nigeria/all/Owerri/IMO,DNIM,QOW,"05° 25' 37.40"" N","007° 12' 21.71"" E",http://airportsbase.org/Nigeria/all/Owerri/IMO
Port Harcourt  Port Harcourt,Nigeria,NG,Port Harcourt,http://airportsbase.org/Nigeria/all/Port_Harcourt/Port_Harcourt,DNPO,PHC,"5° 0' 56"" N","6° 56' 59"" E",http://airportsbase.org/Nigeria/all/Port_Harcourt/Port_Harcourt
Shiroro  Shiroro,Nigeria,NG,SHIRORO,http://airportsbase.org/Nigeria/all/Shiroro/SHIRORO, ,,"09° 53' 04.75"" N","006° 49' 07.08"" E",http://airportsbase.org/Nigeria/all/Shiroro/SHIRORO
Sokoto  Sokoto,Nigeria,NG,Sokoto,http://airportsbase.org/Nigeria/all/Sokoto/Sokoto,DNSO,SKO,"13° 1' 0"" N","5° 16' 0"" E",http://airportsbase.org/Nigeria/all/Sokoto/Sokoto
Suru-Lere  Suru-Lere,Nigeria,NG,Airport of Suru-Lere,http://airportsbase.org/Nigeria/all/Suru-Lere/Airport_of_Suru-Lere, ,QSL,,,http://airportsbase.org/Nigeria/all/Suru-Lere/Airport_of_Suru-Lere
Uyo  Uyo,Nigeria,NG,Airport of Uyo,http://airportsbase.org/Nigeria/all/Uyo/Airport_of_Uyo, ,QUO,,,http://airportsbase.org/Nigeria/all/Uyo/Airport_of_Uyo
Victoria Island  Victoria Island,Nigeria,NG,Victoria Island,http://airportsbase.org/Nigeria/all/Victoria_Island/Victoria_Island, ,QVL,"6° 25' 26"" N","3° 25' 1"" E",http://airportsbase.org/Nigeria/all/Victoria_Island/Victoria_Island
Warri  Warri,Nigeria,NG,Warri,http://airportsbase.org/Nigeria/all/Warri/Warri, ,QRW,"4° 18' 0"" N","6° 15' 0"" E",http://airportsbase.org/Nigeria/all/Warri/Warri
Yaba  Yaba,Nigeria,NG,Airport of Yaba,http://airportsbase.org/Nigeria/all/Yaba/Airport_of_Yaba, ,QYB,,,http://airportsbase.org/Nigeria/all/Yaba/Airport_of_Yaba
Yola  Yola,Nigeria,NG,Yola,http://airportsbase.org/Nigeria/all/Yola/Yola,DNYO,YOL,"09° 15' 27.19"" N","012° 25' 49.52"" E",http://airportsbase.org/Nigeria/all/Yola/Yola
Niue Island  Niue Island,Niue,NU,Hanan International Airport,http://airportsbase.org/Niue/all/Niue_Island/Hanan_International_Airport,NIUE,IUE,"19° 0' 0"" S","169° 0' 0"" W",http://airportsbase.org/Niue/all/Niue_Island/Hanan_International_Airport
Norfolk Island  Norfolk Island,Norfolk,NF,Norfolk Island Intl,http://airportsbase.org/Norfolk_Island/all/Norfolk_Island/Norfolk_Island_Intl,YSNF,NLK,"29° 2' 30"" S","167° 56' 19"" E",http://airportsbase.org/Norfolk_Island/all/Norfolk_Island/Norfolk_Island_Intl
Tinian (Peipeinimaru  Tinian (Peipeinimaru,Northern,MP,Sabanettan,http://airportsbase.org/Northern_Mariana_Islands/all/Tinian_Peipeinimaru/Sabanettan,PGNT,,,,http://airportsbase.org/Northern_Mariana_Islands/all/Tinian_Peipeinimaru/Sabanettan
Garapan  Garapan,Northern,MP,Commonwealth Health Ctr Heliport,http://airportsbase.org/Northern_Mariana_Islands/all/Garapan/Commonwealth_Health_Ctr_Heliport, ,C21,,,http://airportsbase.org/Northern_Mariana_Islands/all/Garapan/Commonwealth_Health_Ctr_Heliport
Gualo Ral  Gualo Ral,Northern,MP,Gualo Ral Airport,http://airportsbase.org/Northern_Mariana_Islands/all/Gualo_Ral/Gualo_Ral_Airport, ,TT04,,,http://airportsbase.org/Northern_Mariana_Islands/all/Gualo_Ral/Gualo_Ral_Airport
Koblerville  Koblerville,Northern,MP,Coral Ocean Pt Pro-Shop Heliport,http://airportsbase.org/Northern_Mariana_Islands/all/Koblerville/Coral_Ocean_Pt_Pro-Shop_Heliport, ,HI63,,,http://airportsbase.org/Northern_Mariana_Islands/all/Koblerville/Coral_Ocean_Pt_Pro-Shop_Heliport
