sourceid,dstid,month,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
117,128,03,1824.1,619.76,1736.88,1.35
118,118,03,155.76,238.93,96.3,2.46
36,124,03,528.22,204.75,495.12,1.43
37,114,03,1426.44,324.3,1394.17,1.23
38,104,03,1323.86,387.2,1270.32,1.33
119,108,03,1601.23,506.27,1535.57,1.32
131,20,02,2152.37,534.26,2089.4,1.27
130,30,02,1299.88,421.72,1240.92,1.35
80,4,03,569.59,232.98,530.21,1.45
69,54,03,314.76,194.9,279.14,1.64
87,27,01,1000.41,358.78,948.57,1.37
83,67,01,218.98,143.75,183.26,1.87
88,17,01,1009.56,356.3,955.54,1.38
66,84,03,1100.43,297.07,1063.21,1.3
85,47,01,1628.4,500.69,1556.08,1.35
65,94,03,1865.22,412.22,1821.05,1.24
55,64,03,125.47,119.2,78.12,3.1
56,54,03,1657.13,523.31,1587.57,1.33
54,74,03,1507.21,493.81,1425.95,1.4
68,64,03,1376.17,441.95,1320.04,1.32
82,77,01,775.94,283.31,737.55,1.36
40,24,01,1056.86,473.52,985.03,1.42
41,14,01,1664.29,578.57,1582.82,1.36
86,37,01,1635.15,467.38,1577.64,1.3
59,24,03,475.04,283.1,426.48,1.52
84,57,01,1154.32,471.4,1082.12,1.41
57,44,03,271.23,216.23,225.89,1.79
18,123,02,1460.71,423.35,1406.59,1.31
19,113,02,1178.41,468.39,1095.96,1.46
81,87,01,1586.2,562.3,1499.56,1.39
58,34,03,968.78,372.2,906.89,1.44
52,94,03,462.04,206.49,423.37,1.51
78,7,01,2400.21,445.04,2361.19,1.2
141,59,01,530.89,267.32,480.91,1.54
140,69,01,1987.51,421.61,1942.61,1.24
114,107,01,662.45,299.85,610.09,1.49
111,137,01,1516.24,754.56,1390.8,1.47
112,127,01,255.29,156.31,213.31,1.88
113,117,01,2144.01,737.46,2042.03,1.35
70,113,03,1328.33,498.13,1251.15,1.4
71,103,03,1388.54,520.19,1311.95,1.39
13,10,02,2040.67,879.15,1908.96,1.4
2,120,02,1470.69,368.3,1427.21,1.28
4,100,02,1018.76,413.42,951.11,1.43
11,30,02,1685.09,571.45,1605.91,1.35
1,130,02,1270.78,457.02,1199.08,1.4
12,20,02,693.3,232.67,659.4,1.37
9,6,02,2109.88,703.31,2004.97,1.37
24,16,02,689.53,219.17,664.97,1.29
20,56,02,1259.55,457.71,1190.42,1.39
22,36,02,969.3,334.32,923.39,1.36
21,46,02,1464.5,479.68,1399.76,1.34
23,26,02,746.39,224.76,717.17,1.32
124,88,02,335.7,226.35,272.23,1.96
128,48,02,616.42,287.95,571.9,1.43
129,38,02,1573.12,395.07,1527.83,1.27
125,78,02,778.57,299.08,732.35,1.41
127,58,02,834.78,318.01,779.62,1.45
58,130,02,1135.9,425.59,1066.21,1.42
31,115,02,1176.33,566.97,1083.71,1.48
30,125,02,1366.31,426.05,1312.89,1.32
57,140,02,986.68,387.36,918.91,1.46
32,105,02,1844.9,499.26,1788.45,1.27
59,120,02,664.72,190.67,642.24,1.29
126,68,02,1162.36,443.4,1097.75,1.38
123,98,02,1674.25,582.67,1605.47,1.31
115,20,02,1991.19,546.42,1922.27,1.3
114,30,02,2440.38,724.23,2340.15,1.33
113,40,02,1824.6,486.07,1765.09,1.29
111,60,02,1783.72,620.37,1688.64,1.41
39,129,01,783.53,275.57,743.06,1.38
127,6,03,1760.3,440.5,1713.77,1.25
38,139,01,647.35,231.18,613.7,1.37
113,7,01,1864.31,475.15,1807.66,1.28
114,11,03,698.67,357.02,648.42,1.45
113,21,03,1127.3,351.01,1079.87,1.33
110,51,03,190.15,116.85,162.71,1.79
112,31,03,701.8,239.91,669.86,1.34
111,41,03,1344.54,397.52,1290.74,1.33
102,51,02,1467.33,423.39,1417.63,1.29
100,71,02,1321.49,381.54,1273.56,1.31
101,61,02,589.9,220.77,550.86,1.47
104,31,02,1786.55,528.38,1719.11,1.31
106,11,02,605.74,268.5,564.98,1.42
17,6,03,1205.59,424.76,1152.45,1.32
86,101,03,924.08,433.95,859.88,1.41
84,121,03,423.64,215.29,382.37,1.57
85,27,03,1403.35,512.34,1337.97,1.34
86,17,03,1454.06,385.68,1409.69,1.28
84,37,03,1137.5,260.11,1110.69,1.24
82,141,03,708.81,274.88,667.85,1.4
81,67,03,1114.5,356.88,1071.93,1.3
16,3,03,813.31,245.92,781.06,1.32
27,122,01,270.65,217.69,177.58,3.08
26,132,01,1184.78,317.08,1145.34,1.3
29,102,01,1464.19,308.71,1433.69,1.23
106,98,01,1222.67,521.02,1149.55,1.39
121,8,01,1715.83,596.07,1641.66,1.32
107,88,01,1084.63,356.14,1036.52,1.34
85,111,03,1318.29,430.81,1255.78,1.36
28,112,01,732.27,236.39,701.27,1.33
108,78,01,1907.21,729.97,1818.2,1.34
109,68,01,1341.95,467.01,1273.04,1.37
83,131,03,803.71,227.98,773.62,1.32
39,99,01,1932.05,554.9,1866.4,1.29
54,9,01,1283.6,385.17,1233.58,1.32
116,85,02,2007.57,457.08,1958.72,1.25
118,65,02,170.27,128.62,141.0,1.87
117,75,02,1375.54,459.46,1309.59,1.36
115,95,02,1812.06,512.13,1751.94,1.29
27,37,02,1803.0,447.82,1756.77,1.25
28,27,02,1477.04,478.73,1417.49,1.31
21,97,02,1651.2,378.67,1612.53,1.24
80,108,02,881.82,251.53,849.17,1.31
23,77,02,1230.3,351.79,1187.15,1.3
92,25,01,1369.91,399.71,1320.68,1.3
22,87,02,1975.6,645.08,1885.54,1.35
80,77,03,1378.76,511.1,1305.88,1.37
134,93,01,2091.91,847.62,1977.31,1.37
138,53,01,1473.72,546.26,1386.66,1.41
20,2,01,1144.72,347.97,1098.83,1.32
89,129,02,1117.25,319.83,1078.39,1.3
88,139,02,987.65,461.95,906.27,1.49
139,43,01,799.06,226.75,771.06,1.3
65,127,02,1718.0,590.66,1622.21,1.41
64,137,02,1737.13,504.18,1668.8,1.32
25,57,02,726.25,440.59,629.89,1.68
67,107,02,1237.74,363.46,1186.77,1.34
89,94,01,343.81,194.58,295.66,1.82
66,117,02,1526.96,439.24,1474.19,1.29
119,55,02,806.07,312.77,763.81,1.38
92,1,03,575.3,220.98,541.17,1.41
90,45,01,842.07,408.31,768.18,1.52
136,73,01,442.27,238.67,405.07,1.46
94,1,03,882.21,288.1,840.67,1.36
1,108,01,1351.44,343.6,1313.89,1.26
130,5,02,1136.97,351.26,1093.42,1.31
91,35,01,780.56,250.42,745.44,1.35
11,119,02,1447.9,525.21,1369.73,1.38
122,140,03,1531.97,487.58,1479.13,1.28
124,120,03,927.69,306.96,887.17,1.33
12,109,02,1284.77,518.56,1203.48,1.41
19,68,03,1013.25,292.7,982.22,1.26
16,98,03,398.75,239.31,333.28,1.89
87,61,01,1919.87,699.76,1832.15,1.33
86,71,01,1485.04,554.8,1399.85,1.39
127,80,03,200.61,106.91,171.99,1.87
128,70,03,938.23,455.5,860.51,1.48
79,91,03,153.69,120.34,105.88,2.82
62,125,01,949.57,320.2,905.49,1.35
88,51,01,1682.33,530.31,1612.25,1.33
61,135,01,1064.0,301.57,1029.01,1.28
93,15,01,1400.75,484.57,1328.0,1.38
126,100,03,907.61,437.83,834.83,1.47
63,115,01,1300.37,519.49,1232.01,1.36
18,78,03,398.33,190.79,363.96,1.51
84,91,01,149.86,135.31,90.8,3.26
125,110,03,889.15,442.25,817.01,1.47
64,105,01,949.22,335.26,903.08,1.35
78,81,03,1445.22,512.46,1376.25,1.35
17,88,03,876.02,326.08,831.1,1.36
24,67,02,1308.93,471.08,1241.32,1.37
135,83,01,1658.19,432.7,1608.13,1.27
129,60,03,1722.57,485.36,1668.4,1.27
79,71,03,1363.45,372.35,1319.61,1.28
89,41,01,1131.61,335.36,1087.51,1.32
126,90,03,481.26,253.21,434.35,1.54
26,137,02,1888.46,498.03,1827.43,1.29
126,104,03,367.29,178.59,334.02,1.54
123,134,03,1235.47,398.27,1184.84,1.32
28,117,02,1425.88,438.69,1374.02,1.29
57,33,01,1639.97,494.31,1571.63,1.34
59,13,01,1468.33,523.63,1394.52,1.36
58,118,02,1849.11,596.6,1766.45,1.34
122,9,03,720.0,420.65,639.65,1.58
108,89,03,1006.68,325.68,962.41,1.36
57,128,02,1153.1,443.79,1084.27,1.4
55,53,01,1221.34,337.85,1178.87,1.3
124,124,03,171.36,240.77,110.7,2.42
56,138,02,1938.48,917.89,1804.58,1.42
53,73,01,1889.63,579.65,1811.23,1.33
27,127,02,1958.34,512.17,1898.14,1.28
59,108,02,1211.14,530.04,1129.5,1.42
129,90,02,1462.38,503.02,1393.1,1.35
20,75,03,1094.05,382.41,1041.12,1.35
22,55,03,1238.37,391.21,1179.9,1.36
29,107,02,1921.53,533.65,1856.74,1.29
23,45,03,1027.58,320.13,987.99,1.31
85,81,01,1585.07,603.05,1494.9,1.39
51,93,01,1670.09,533.26,1597.38,1.34
21,65,03,723.97,257.49,683.8,1.4
123,130,03,1125.88,500.71,1045.66,1.44
68,110,03,830.7,254.59,797.22,1.32
69,100,03,681.66,263.44,636.94,1.44
24,35,03,1597.45,572.26,1516.14,1.36
65,140,03,1562.95,466.71,1514.43,1.27
119,50,03,1447.37,311.81,1416.28,1.23
116,80,03,1522.79,374.17,1477.95,1.28
117,70,03,1299.33,385.71,1247.97,1.32
67,120,03,1309.58,323.17,1273.71,1.26
118,60,03,1098.29,343.24,1052.55,1.33
26,47,02,1608.31,455.65,1551.8,1.3
125,114,03,768.78,305.72,723.07,1.4
115,90,03,477.21,276.26,429.2,1.53
58,23,01,1723.15,513.29,1655.94,1.32
82,57,03,1231.68,443.93,1170.34,1.36
66,130,03,744.95,251.31,710.67,1.35
25,25,03,286.88,370.05,188.78,2.5
56,43,01,1521.65,564.61,1437.67,1.38
59,52,02,1399.14,437.6,1337.22,1.35
55,92,02,1048.99,340.51,1006.78,1.32
70,2,02,945.59,290.71,909.48,1.31
57,72,02,938.93,327.25,886.87,1.4
52,83,01,616.97,233.99,579.63,1.42
123,59,03,1807.72,1261.8,1618.29,1.49
62,57,01,1121.58,411.7,1061.15,1.38
60,77,01,658.41,226.92,626.7,1.36
124,49,03,678.37,294.35,617.73,1.58
63,47,01,1103.73,344.0,1057.84,1.33
56,82,02,1726.96,492.79,1665.24,1.3
141,75,01,752.53,348.03,691.46,1.49
140,85,01,997.28,269.19,963.56,1.3
122,69,03,366.44,196.24,331.82,1.53
66,17,01,545.37,208.68,513.5,1.4
58,62,02,1298.54,424.13,1240.38,1.34
26,15,03,1671.16,362.0,1634.14,1.23
127,19,03,910.46,273.04,879.29,1.29
91,37,01,834.14,235.97,804.54,1.3
92,27,01,1753.53,440.56,1700.68,1.28
83,47,03,1176.48,395.27,1116.81,1.38
93,17,01,1812.81,471.88,1755.28,1.29
126,29,03,1124.09,293.8,1089.49,1.28
90,47,01,1600.97,564.46,1518.17,1.37
120,89,03,1535.27,345.24,1499.52,1.24
65,27,01,292.9,195.62,236.41,2.02
125,39,03,279.54,132.28,247.69,1.74
64,37,01,2068.46,487.22,2018.23,1.24
121,79,03,789.46,208.18,766.65,1.26
121,22,03,839.06,346.55,798.22,1.33
122,12,03,269.52,134.18,247.86,1.49
120,32,03,1356.42,351.53,1314.54,1.28
121,22,01,901.3,426.62,846.24,1.37
122,12,01,284.91,146.54,261.52,1.49
3,8,02,156.84,87.39,134.81,1.87
6,93,03,1974.16,799.38,1850.33,1.41
120,32,01,1394.3,359.93,1351.09,1.28
54,3,03,1278.73,254.54,1255.43,1.21
39,93,03,1593.36,443.56,1538.22,1.3
92,81,01,1028.78,328.61,983.73,1.34
93,71,01,1679.37,518.36,1618.21,1.3
99,11,01,2206.5,575.35,2144.19,1.26
93,141,01,296.58,157.35,253.92,1.87
95,121,01,1135.89,357.73,1088.69,1.33
94,131,01,480.69,240.42,440.96,1.5
97,31,01,1758.4,819.32,1667.97,1.33
97,101,01,557.94,307.03,500.33,1.56
91,91,01,174.19,132.12,137.36,2.0
96,111,01,1769.39,537.7,1699.21,1.32
95,51,01,1670.64,441.7,1622.05,1.26
96,41,01,1532.43,423.17,1471.62,1.35
81,108,01,1426.73,528.95,1363.37,1.32
25,49,03,409.25,273.6,345.35,1.8
27,29,03,400.48,207.28,367.85,1.49
80,118,01,1597.67,562.98,1521.28,1.35
20,99,03,1681.7,411.81,1635.88,1.26
98,21,01,1782.27,348.58,1750.81,1.21
76,109,02,1946.7,476.02,1894.53,1.26
73,139,02,1352.21,455.63,1290.43,1.35
75,119,02,932.06,346.65,873.22,1.43
26,39,03,478.73,203.01,444.82,1.46
14,5,03,497.63,237.04,461.76,1.43
137,30,03,1735.39,570.52,1659.54,1.33
135,50,03,878.68,242.02,849.76,1.29
28,19,03,1012.53,576.98,935.18,1.43
28,112,03,707.39,233.4,675.8,1.34
26,132,03,1150.38,330.28,1105.12,1.34
131,90,03,1317.77,677.56,1236.02,1.37
24,59,03,464.27,240.36,427.55,1.45
88,2,01,1414.49,403.05,1350.97,1.41
29,102,03,1385.85,476.35,1333.57,1.29
106,2,02,1811.73,489.57,1751.63,1.29
136,40,03,933.38,438.86,864.08,1.44
27,122,03,254.73,196.68,175.13,2.86
139,10,03,1400.93,400.97,1359.0,1.26
23,69,03,1215.98,363.77,1172.53,1.3
138,20,03,1916.54,628.51,1836.13,1.32
74,129,02,1842.05,541.65,1767.15,1.33
134,60,03,1565.17,382.59,1522.58,1.26
29,2,02,595.19,210.23,558.1,1.45
132,80,03,817.18,350.31,763.59,1.42
77,19,01,1245.95,529.29,1155.44,1.46
51,55,01,1328.74,516.46,1254.49,1.38
52,45,01,1059.52,342.1,1011.45,1.35
74,49,01,985.62,329.9,941.5,1.34
55,15,01,1907.85,434.1,1860.02,1.25
73,59,01,1358.54,531.96,1288.49,1.35
53,35,01,1745.23,518.25,1671.35,1.34
87,9,03,763.71,277.36,718.43,1.42
71,79,01,1145.65,289.47,1114.11,1.26
54,25,01,1194.46,399.72,1137.95,1.35
75,39,01,1603.09,501.65,1532.35,1.35
50,65,01,1286.0,333.21,1245.95,1.29
70,89,01,1842.87,582.89,1769.68,1.31
76,29,01,1832.2,950.93,1725.45,1.34
123,26,01,1697.43,561.89,1617.11,1.36
122,36,01,1189.6,357.25,1147.91,1.29
121,46,01,1003.56,362.83,958.7,1.34
140,12,03,1380.08,388.93,1332.48,1.3
124,16,01,1124.1,696.52,1036.97,1.42
120,100,01,347.84,196.58,300.9,1.75
120,56,01,1938.98,539.94,1872.59,1.3
28,9,02,1615.83,362.28,1576.83,1.25
30,46,02,1124.67,498.64,1036.66,1.48
89,128,01,1777.26,643.12,1674.78,1.43
88,138,01,900.11,405.03,836.82,1.44
32,26,02,926.53,257.62,894.08,1.3
31,36,02,1448.27,533.78,1370.54,1.38
33,16,02,2080.83,519.95,2025.58,1.25
138,90,02,478.05,331.83,384.39,1.95
139,80,02,1353.07,522.48,1271.36,1.41
18,117,03,1791.61,516.46,1732.26,1.28
16,137,03,954.64,315.49,915.84,1.32
19,107,03,1687.87,492.83,1626.66,1.3
119,39,02,264.31,204.93,192.66,2.38
115,79,02,1464.34,417.72,1414.35,1.29
117,59,02,1523.99,501.16,1454.84,1.34
17,127,03,1315.27,382.41,1271.35,1.28
118,49,02,1356.81,563.13,1260.08,1.45
4,13,01,660.34,234.61,631.14,1.33
2,33,01,1515.51,498.21,1446.32,1.35
114,89,02,863.59,298.7,817.83,1.38
1,43,01,2331.42,980.75,2175.09,1.43
113,99,02,1487.93,431.98,1432.47,1.31
6,42,03,1179.0,416.64,1125.24,1.33
5,52,03,1176.72,430.78,1113.09,1.38
2,82,03,1331.52,368.55,1285.6,1.3
1,92,03,596.92,256.73,553.43,1.47
9,12,03,1053.45,290.82,1015.54,1.31
4,62,03,721.17,229.24,689.87,1.35
8,22,03,1240.63,339.56,1201.49,1.28
4,14,02,1163.79,489.68,1085.01,1.43
2,34,02,2021.13,596.71,1944.85,1.31
3,24,02,1216.29,368.62,1172.34,1.3
1,44,02,773.32,298.37,721.19,1.47
9,90,03,1484.81,526.83,1409.39,1.36
22,90,02,636.48,296.24,581.4,1.52
29,20,02,1771.26,482.3,1706.4,1.32
57,110,03,1014.16,495.35,939.64,1.43
26,50,02,1816.19,378.43,1778.67,1.22
101,23,02,1967.11,550.9,1899.28,1.3
100,33,02,823.61,273.71,784.35,1.36
24,70,02,245.58,204.52,164.64,2.84
102,13,02,1420.84,546.76,1345.12,1.37
128,122,03,304.35,169.93,274.47,1.53
129,112,03,1203.29,533.64,1110.05,1.47
58,49,01,1386.32,695.96,1260.09,1.51
56,69,01,1480.34,563.24,1393.02,1.4
53,99,01,975.47,299.55,934.95,1.33
39,92,02,1034.17,305.41,994.16,1.32
33,112,01,707.62,260.32,669.09,1.39
32,122,01,1085.9,319.98,1046.06,1.3
54,2,02,503.27,187.07,472.08,1.43
30,139,01,729.28,302.72,678.34,1.46
32,119,01,1252.63,369.98,1203.42,1.32
57,3,02,1085.19,338.48,1044.68,1.3
34,102,01,1432.26,562.8,1361.04,1.35
23,7,01,2154.69,455.21,2110.85,1.22
31,132,01,1083.06,331.33,1040.84,1.32
23,80,02,877.81,281.77,836.92,1.37
57,59,01,753.6,312.27,705.21,1.42
112,85,02,610.83,242.91,569.6,1.45
113,75,02,884.75,332.72,836.34,1.38
116,45,02,1131.05,337.38,1088.32,1.31
28,30,02,1773.29,563.69,1695.87,1.34
119,15,02,1507.67,353.36,1470.64,1.25
114,65,02,2024.51,624.78,1942.83,1.32
31,129,01,1842.77,769.85,1750.42,1.35
99,27,02,591.34,253.9,552.62,1.43
25,60,02,939.18,284.96,904.2,1.31
96,57,02,1460.63,392.79,1410.47,1.3
93,87,02,691.29,273.1,640.1,1.49
111,95,02,1286.68,385.81,1236.08,1.32
59,39,01,1042.04,316.94,1004.72,1.3
92,97,02,1552.7,382.33,1512.0,1.25
73,20,03,1986.54,580.72,1906.35,1.33
71,40,03,532.61,217.04,501.62,1.39
115,55,02,839.05,394.65,766.49,1.52
94,77,02,1821.9,584.43,1733.34,1.37
33,109,01,1815.77,559.67,1746.09,1.31
72,30,03,1978.88,544.51,1907.38,1.32
55,79,01,1424.81,317.04,1390.74,1.25
95,67,02,706.34,258.84,666.0,1.4
99,42,03,1705.15,487.16,1649.48,1.28
97,62,03,1820.26,546.76,1754.06,1.3
95,82,03,995.87,397.89,926.49,1.46
70,50,03,561.29,180.43,537.74,1.33
55,130,03,907.65,292.14,865.23,1.36
94,92,03,1354.21,443.52,1304.85,1.29
118,25,02,1271.49,515.84,1191.29,1.41
21,4,02,1283.57,455.78,1218.83,1.37
127,132,03,944.74,319.5,896.99,1.38
4,137,02,1828.96,567.71,1753.19,1.33
11,67,02,956.74,406.64,881.5,1.5
10,77,02,1505.05,372.04,1466.3,1.25
13,47,02,739.56,367.23,677.66,1.48
96,21,01,443.7,191.42,409.15,1.49
91,71,01,1292.59,592.98,1214.8,1.38
7,107,02,2014.76,456.44,1968.87,1.23
90,81,01,418.74,299.45,339.47,1.93
56,120,03,1787.14,520.85,1719.57,1.31
97,11,01,1508.6,571.25,1437.27,1.35
80,138,03,2102.46,638.15,2023.87,1.3
82,118,03,429.19,179.35,400.65,1.44
81,128,03,931.39,439.5,859.84,1.45
12,57,02,1252.04,384.31,1202.5,1.32
95,31,01,784.39,268.83,749.39,1.34
83,108,03,1563.3,384.37,1520.31,1.26
5,127,02,1558.59,544.84,1475.6,1.38
94,41,01,1039.03,290.33,1001.87,1.31
35,26,01,1082.58,334.48,1034.41,1.35
32,56,01,1172.83,341.17,1129.68,1.31
31,66,01,1182.5,740.17,1072.38,1.49
30,76,01,1183.69,418.44,1119.94,1.39
36,16,01,1460.09,443.62,1403.65,1.32
93,51,01,1578.3,482.38,1513.76,1.33
34,36,01,1107.84,358.48,1057.7,1.35
54,140,03,1673.36,368.41,1636.11,1.23
33,46,01,925.14,298.66,883.78,1.35
92,61,01,1910.58,619.74,1823.86,1.35
14,37,02,1898.14,610.4,1809.71,1.36
93,20,01,439.9,260.13,360.66,2.02
90,50,01,276.38,143.75,244.03,1.71
35,4,01,787.33,259.82,751.7,1.35
92,30,01,1946.89,569.45,1877.14,1.3
16,17,02,1315.87,436.71,1259.17,1.33
91,40,01,653.5,281.29,603.27,1.48
138,141,03,1461.99,591.33,1365.3,1.46
139,104,03,1221.85,544.43,1132.79,1.44
136,134,03,1412.45,360.55,1374.78,1.25
109,67,02,1695.73,720.52,1588.13,1.4
106,97,02,949.1,335.4,908.87,1.31
107,87,02,1678.62,505.11,1612.15,1.32
138,114,03,1400.12,390.37,1357.55,1.27
121,7,02,1678.51,587.42,1605.77,1.32
139,131,03,1668.43,648.15,1568.35,1.4
137,124,03,799.23,240.47,769.28,1.31
27,40,02,2052.63,460.93,2005.74,1.24
108,77,02,1444.98,563.81,1352.74,1.42
76,4,02,444.97,195.57,410.12,1.49
6,117,02,1026.2,335.42,979.19,1.35
76,9,03,837.85,313.17,795.61,1.36
58,100,03,1612.44,473.44,1554.23,1.3
15,27,02,739.59,288.97,700.01,1.38
128,85,01,945.95,400.62,882.04,1.44
127,95,01,591.79,213.05,558.94,1.4
129,75,01,1521.7,451.94,1463.77,1.31
99,132,01,1999.81,471.79,1947.7,1.26
33,50,02,2158.92,558.56,2102.03,1.25
35,30,02,1415.98,452.35,1348.52,1.37
50,6,02,1118.33,311.95,1077.02,1.33
36,86,02,1844.28,666.63,1740.69,1.39
94,18,01,1096.97,293.08,1062.99,1.28
35,96,02,1609.41,436.3,1556.82,1.29
34,40,02,726.53,235.58,692.72,1.36
90,58,01,1501.67,484.91,1414.97,1.44
37,76,02,992.47,229.5,969.35,1.24
25,7,03,531.22,203.12,498.53,1.44
30,80,02,1335.23,525.91,1252.24,1.42
20,4,03,769.87,357.13,709.01,1.48
39,56,02,1704.16,519.42,1635.77,1.32
93,28,01,1397.6,506.3,1333.0,1.34
36,20,02,2024.15,584.19,1949.44,1.31
38,66,02,1636.32,369.41,1597.52,1.24
90,115,03,607.31,348.76,536.11,1.63
91,105,03,616.6,240.71,583.4,1.37
32,60,02,1930.16,444.95,1883.53,1.24
92,38,01,1714.2,377.37,1675.67,1.23
22,22,01,181.5,281.7,104.04,2.67
23,12,01,732.76,267.93,694.48,1.38
