name,description,styleUrl,longitude,latitude,altitude
RICHMOND OPERATIONS CENTRE BRITISH COLUMBIA,RICHMOND OPERATIONS CENTRE BRITISH COLUMBIA ,Weather StationID 48448,#icon-22,-123.066667,49.166667,0
RIDGETOWN RCS ONTARIO,RIDGETOWN RCS ONTARIO ,Weather StationID 32473,#icon-22,-81.883333,42.45,0
RIVERCOURSE AGCM ALBERTA,RIVERCOURSE AGCM ALBERTA ,Weather StationID 46132,#icon-22,-110.1,53.016667,0
RIVERS PETTAPIECE MANITOBA,RIVERS PETTAPIECE MANITOBA ,Weather StationID 3457,#icon-22,-100.166667,50.1,0
RIVIERE AUX FEUILLES QUEBEC,RIVIERE AUX FEUILLES QUEBEC ,Weather StationID 44143,#icon-22,-72.966667,57.9,0
RIVIERE-DU-LOUP QUEBEC,RIVIERE-DU-LOUP QUEBEC ,Weather StationID 8539,#icon-22,-69.533333,47.8,0
ROBERTSON LAKE (AUT) NUNAVUT,ROBERTSON LAKE (AUT) NUNAVUT ,Weather StationID 7337,#icon-22,-102.416667,65.083333,0
ROBERVAL A QUEBEC,ROBERVAL A QUEBEC ,Weather StationID 5934,#icon-22,-72.266667,48.516667,0
ROBLIN MANITOBA,ROBLIN MANITOBA ,Weather StationID 27119,#icon-22,-101.35,51.183333,0
ROBLIN FRIESEN 3 NORTHWEST MANITOBA,ROBLIN FRIESEN 3 NORTHWEST MANITOBA ,Weather StationID 6879,#icon-22,-101.4,51.266667,0
ROCANVILLE SASKATCHEWAN,ROCANVILLE SASKATCHEWAN ,Weather StationID 3017,#icon-22,-101.55,50.466667,0
ROCK RIVER YUKON TERRITORY,ROCK RIVER YUKON TERRITORY ,Weather StationID 8979,#icon-22,-136.216667,66.966667,0
ROCKGLEN (AUT) SASKATCHEWAN,ROCKGLEN (AUT) SASKATCHEWAN ,Weather StationID 3193,#icon-22,-105.966667,49.166667,0
ROCKY HARBOUR CS NEWFOUNDLAND,ROCKY HARBOUR CS NEWFOUNDLAND ,Weather StationID 6938,#icon-22,-57.866667,49.566667,0
ROCKY MTN HOUSE (AUT) ALBERTA,ROCKY MTN HOUSE (AUT) ALBERTA ,Weather StationID 8712,#icon-22,-114.9,52.416667,0
ROLLING HILLS AGCM ALBERTA,ROLLING HILLS AGCM ALBERTA ,Weather StationID 46827,#icon-22,-111.7,50.25,0
ROSALIND AGCM ALBERTA,ROSALIND AGCM ALBERTA ,Weather StationID 46847,#icon-22,-112.416667,52.766667,0
ROSE SPIT (AUT) BRITISH COLUMBIA,ROSE SPIT (AUT) BRITISH COLUMBIA ,Weather StationID 8064,#icon-22,-131.65,54.15,0
ROSEMARY AGDM ALBERTA,ROSEMARY AGDM ALBERTA ,Weather StationID 42731,#icon-22,-112.05,50.833333,0
ROSETOWN EAST SASKATCHEWAN,ROSETOWN EAST SASKATCHEWAN ,Weather StationID 10784,#icon-22,-107.916667,51.566667,0
ROSEVILLE ONTARIO,ROSEVILLE ONTARIO ,Weather StationID 4816,#icon-22,-80.466667,43.35,0
ROSSBURN 4 NORTH MANITOBA,ROSSBURN 4 NORTH MANITOBA ,Weather StationID 3458,#icon-22,-100.816667,50.75,0
ROUYN QUEBEC,ROUYN QUEBEC ,Weather StationID 10849,#icon-22,-79.033333,48.233333,0
ROUYN A QUEBEC,ROUYN A QUEBEC ,Weather StationID 6001,#icon-22,-78.833333,48.216667,0
ROWLEY ISLAND NUNAVUT,ROWLEY ISLAND NUNAVUT ,Weather StationID 1779,#icon-22,-79.033333,69.083333,0
ROYAL ISLAND (AUT) ONTARIO,ROYAL ISLAND (AUT) ONTARIO ,Weather StationID 10899,#icon-22,-94.75,49.466667,0
RUSSELL ONTARIO,RUSSELL ONTARIO ,Weather StationID 4376,#icon-22,-75.35,45.25,0
RYCROFT AGCM ALBERTA,RYCROFT AGCM ALBERTA ,Weather StationID 47090,#icon-22,-118.666667,55.766667,0
SAANICHTON CDA BRITISH COLUMBIA,SAANICHTON CDA BRITISH COLUMBIA ,Weather StationID 87,#icon-22,-123.416667,48.616667,0
SABLE ISLAND NOVA SCOTIA,SABLE ISLAND NOVA SCOTIA ,Weather StationID 6454,#icon-22,-60,43.916667,0
SACHS HARBOUR A NORTHWEST TERRITORIES,SACHS HARBOUR A NORTHWEST TERRITORIES ,Weather StationID 1794,#icon-22,-125.266667,72,0
SACHS HARBOUR CLIMATE NORTHWEST TERRITORIES,SACHS HARBOUR CLIMATE NORTHWEST TERRITORIES ,Weather StationID 10076,#icon-22,-125.25,71.983333,0
SAGLEK NEWFOUNDLAND,SAGLEK NEWFOUNDLAND ,Weather StationID 6797,#icon-22,-62.583333,58.333333,0
SAGONA ISLAND NEWFOUNDLAND,SAGONA ISLAND NEWFOUNDLAND ,Weather StationID 8991,#icon-22,-55.783333,47.366667,0
SAINT JOHN A NEW BRUNSWICK,SAINT JOHN A NEW BRUNSWICK ,Weather StationID 6250,#icon-22,-65.883333,45.316667,0
SAINT-GERMAIN-DE-GRANTHAM QUEBEC,SAINT-GERMAIN-DE-GRANTHAM QUEBEC ,Weather StationID 47587,#icon-22,-72.533333,45.816667,0
SAINT-MICHEL-DES-SAINTS QUEBEC,SAINT-MICHEL-DES-SAINTS QUEBEC ,Weather StationID 48188,#icon-22,-74.083333,46.8,0
SALMON ARM CS BRITISH COLUMBIA,SALMON ARM CS BRITISH COLUMBIA ,Weather StationID 6843,#icon-22,-119.283333,50.7,0
SALTCOATS SASKATCHEWAN,SALTCOATS SASKATCHEWAN ,Weather StationID 6870,#icon-22,-102.266667,50.966667,0
SANDHEADS CS BRITISH COLUMBIA,SANDHEADS CS BRITISH COLUMBIA ,Weather StationID 6831,#icon-22,-123.3,49.1,0
SANDSPIT BRITISH COLUMBIA,SANDSPIT BRITISH COLUMBIA ,Weather StationID 48648,#icon-22,-131.8,53.25,0
SANDSPIT A BRITISH COLUMBIA,SANDSPIT A BRITISH COLUMBIA ,Weather StationID 367,#icon-22,-131.8,53.25,0
SANDY LAKE ONTARIO,SANDY LAKE ONTARIO ,Weather StationID 45088,#icon-22,-93.333333,53.05,0
SANIKILUAQ A NUNAVUT,SANIKILUAQ A NUNAVUT ,Weather StationID 8274,#icon-22,-79.233333,56.533333,0
SARNIA CHRIS HADFIELD A ONTARIO,SARNIA CHRIS HADFIELD A ONTARIO ,Weather StationID 44004,#icon-22,-82.3,42.983333,0
SARNIA CLIMATE ONTARIO,SARNIA CLIMATE ONTARIO ,Weather StationID 44323,#icon-22,-82.3,43,0
SARTINE ISLAND (AUT) BRITISH COLUMBIA,SARTINE ISLAND (AUT) BRITISH COLUMBIA ,Weather StationID 8261,#icon-22,-128.9,50.816667,0
SASKATOON DIEFENBAKER INT'L A SASKATCHEWAN,SASKATOON DIEFENBAKER INT'L A SASKATCHEWAN ,Weather StationID 3328,#icon-22,-106.716667,52.166667,0
SASKATOON RCS SASKATCHEWAN,SASKATOON RCS SASKATCHEWAN ,Weather StationID 47707,#icon-22,-106.716667,52.166667,0
SATURNA CAPMON CS BRITISH COLUMBIA,SATURNA CAPMON CS BRITISH COLUMBIA ,Weather StationID 6810,#icon-22,-123.116667,48.766667,0
SATURNA ISLAND CS BRITISH COLUMBIA,SATURNA ISLAND CS BRITISH COLUMBIA ,Weather StationID 96,#icon-22,-123.033333,48.783333,0
SAULT STE MARIE A ONTARIO,SAULT STE MARIE A ONTARIO ,Weather StationID 4093,#icon-22,-84.5,46.483333,0
SAVANNA AGCM ALBERTA,SAVANNA AGCM ALBERTA ,Weather StationID 47107,#icon-22,-119.333333,56.066667,0
SCHANZENFELD MANITOBA,SCHANZENFELD MANITOBA ,Weather StationID 6889,#icon-22,-97.95,49.133333,0
SCHEFFERVILLE A QUEBEC,SCHEFFERVILLE A QUEBEC ,Weather StationID 30164,#icon-22,-66.8,54.8,0
SCHULER AGDM ALBERTA,SCHULER AGDM ALBERTA ,Weather StationID 32455,#icon-22,-110.083333,50.3,0
SCOTT CDA SASKATCHEWAN,SCOTT CDA SASKATCHEWAN ,Weather StationID 3259,#icon-22,-108.833333,52.35,0
SECHELT BRITISH COLUMBIA,SECHELT BRITISH COLUMBIA ,Weather StationID 45788,#icon-22,-123.7,49.45,0
SEDALIA AGCM ALBERTA,SEDALIA AGCM ALBERTA ,Weather StationID 46887,#icon-22,-110.75,51.583333,0
SEPT-ILES QUEBEC,SEPT-ILES QUEBEC ,Weather StationID 42683,#icon-22,-66.25,50.216667,0
SEPT-ILES A QUEBEC,SEPT-ILES A QUEBEC ,Weather StationID 5742,#icon-22,-66.266667,50.216667,0
SEVEN PERSONS AGDM ALBERTA,SEVEN PERSONS AGDM ALBERTA ,Weather StationID 42730,#icon-22,-110.916667,49.916667,0
SHANTY BAY ONTARIO,SHANTY BAY ONTARIO ,Weather StationID 4509,#icon-22,-79.616667,44.383333,0
SHAWINIGAN QUEBEC,SHAWINIGAN QUEBEC ,Weather StationID 27646,#icon-22,-72.733333,46.55,0
SHAWNIGAN LAKE BRITISH COLUMBIA,SHAWNIGAN LAKE BRITISH COLUMBIA ,Weather StationID 97,#icon-22,-123.616667,48.633333,0
SHEARWATER JETTY NOVA SCOTIA,SHEARWATER JETTY NOVA SCOTIA ,Weather StationID 10945,#icon-22,-63.516667,44.616667,0
SHEARWATER RCS NOVA SCOTIA,SHEARWATER RCS NOVA SCOTIA ,Weather StationID 47187,#icon-22,-63.5,44.616667,0
SHEPHERD BAY A NUNAVUT,SHEPHERD BAY A NUNAVUT ,Weather StationID 1723,#icon-22,-93.433333,68.816667,0
SHERBROOKE A QUEBEC,SHERBROOKE A QUEBEC ,Weather StationID 30171,#icon-22,-71.683333,45.433333,0
SHERINGHAM POINT BRITISH COLUMBIA,SHERINGHAM POINT BRITISH COLUMBIA ,Weather StationID 6811,#icon-22,-123.916667,48.366667,0
SHINGLE POINT A YUKON TERRITORY,SHINGLE POINT A YUKON TERRITORY ,Weather StationID 1596,#icon-22,-137.216667,68.95,0
SHOAL LAKE CS MANITOBA,SHOAL LAKE CS MANITOBA ,Weather StationID 10927,#icon-22,-100.6,50.45,0
SHONTS AGCM ALBERTA,SHONTS AGCM ALBERTA ,Weather StationID 46848,#icon-22,-112.533333,53.316667,0
SIKANNI CHIEF BRITISH COLUMBIA,SIKANNI CHIEF BRITISH COLUMBIA ,Weather StationID 1440,#icon-22,-122.716667,57.25,0
SIMONETTE ALBERTA,SIMONETTE ALBERTA ,Weather StationID 2793,#icon-22,-117.733333,54.416667,0
SIOUX FALLS CLIMATE SOUTH DAKOTA,SIOUX FALLS CLIMATE SOUTH DAKOTA ,Weather StationID 47627,#icon-22,-96.616667,43.733333,0
SIOUX LOOKOUT A ONTARIO,SIOUX LOOKOUT A ONTARIO ,Weather StationID 3969,#icon-22,-91.9,50.116667,0
SISTERS ISLAND BRITISH COLUMBIA,SISTERS ISLAND BRITISH COLUMBIA ,Weather StationID 6813,#icon-22,-124.433333,49.483333,0
SLAVE LAKE AWOS A ALBERTA,SLAVE LAKE AWOS A ALBERTA ,Weather StationID 31528,#icon-22,-114.766667,55.283333,0
SMITHERS A BRITISH COLUMBIA,SMITHERS A BRITISH COLUMBIA ,Weather StationID 487,#icon-22,-127.166667,54.816667,0
SMOKY LAKE AGDM ALBERTA,SMOKY LAKE AGDM ALBERTA ,Weather StationID 32456,#icon-22,-112.483333,54.266667,0
SNOWFLAKE MANITOBA,SNOWFLAKE MANITOBA ,Weather StationID 3671,#icon-22,-98.65,49.066667,0
SOLANDER ISLAND (AUT) BRITISH COLUMBIA,SOLANDER ISLAND (AUT) BRITISH COLUMBIA ,Weather StationID 8260,#icon-22,-127.933333,50.1,0
SOUTHAMPTON 2 ONTARIO,SOUTHAMPTON 2 ONTARIO ,Weather StationID 42623,#icon-22,-81.35,44.483333,0
SOUTHEAST SHOAL (AUT) ONTARIO,SOUTHEAST SHOAL (AUT) ONTARIO ,Weather StationID 9032,#icon-22,-82.466667,41.833333,0
SOUTHEND SASKATCHEWAN,SOUTHEND SASKATCHEWAN ,Weather StationID 10242,#icon-22,-103.283333,56.333333,0
SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION ONTARIO,SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION ONTARIO ,Weather StationID 29846,#icon-22,-79.783333,43.266667,0
SPARWOOD BRITISH COLUMBIA,SPARWOOD BRITISH COLUMBIA ,Weather StationID 1207,#icon-22,-114.866667,49.733333,0
SPARWOOD CS BRITISH COLUMBIA,SPARWOOD CS BRITISH COLUMBIA ,Weather StationID 6842,#icon-22,-114.883333,49.733333,0
SPIRIT RIVER AUTO STATION ALBERTA,SPIRIT RIVER AUTO STATION ALBERTA ,Weather StationID 29633,#icon-22,-119.216667,55.683333,0
SPIRITWOOD WEST SASKATCHEWAN,SPIRITWOOD WEST SASKATCHEWAN ,Weather StationID 10850,#icon-22,-107.55,53.366667,0
SPONDIN AGCM ALBERTA,SPONDIN AGCM ALBERTA ,Weather StationID 46913,#icon-22,-111.666667,51.8,0
SPRAGUE MANITOBA,SPRAGUE MANITOBA ,Weather StationID 10196,#icon-22,-95.583333,49.016667,0
SPRINGBANK A ALBERTA,SPRINGBANK A ALBERTA ,Weather StationID 2171,#icon-22,-114.366667,51.1,0
SQUAMISH AUT0 BRITISH COLUMBIA,SQUAMISH AUT0 BRITISH COLUMBIA ,Weather StationID 336,#icon-22,-123.15,49.783333,0
ST ALPHONSE MANITOBA,ST ALPHONSE MANITOBA ,Weather StationID 3535,#icon-22,-99.016667,49.45,0
ST ANTHONY NEWFOUNDLAND,ST ANTHONY NEWFOUNDLAND ,Weather StationID 27205,#icon-22,-56.1,51.383333,0
ST CATHARINES A ONTARIO,ST CATHARINES A ONTARIO ,Weather StationID 4683,#icon-22,-79.166667,43.2,0
ST JOHN'S A NEWFOUNDLAND,ST JOHN'S A NEWFOUNDLAND ,Weather StationID 6720,#icon-22,-52.733333,47.616667,0
ST JOHN'S WEST CDA CS NEWFOUNDLAND,ST JOHN'S WEST CDA CS NEWFOUNDLAND ,Weather StationID 27115,#icon-22,-52.783333,47.5,0
ST LAWRENCE NEWFOUNDLAND,ST LAWRENCE NEWFOUNDLAND ,Weather StationID 45567,#icon-22,-55.383333,46.916667,0
ST LEONARD A NEW BRUNSWICK,ST LEONARD A NEW BRUNSWICK ,Weather StationID 6256,#icon-22,-67.816667,47.15,0
ST LEONARD CS NEW BRUNSWICK,ST LEONARD CS NEW BRUNSWICK ,Weather StationID 26823,#icon-22,-67.816667,47.15,0
ST PAUL ISLAND (AUT) NOVA SCOTIA,ST PAUL ISLAND (AUT) NOVA SCOTIA ,Weather StationID 9033,#icon-22,-60.133333,47.216667,0
ST-ANICET 1 QUEBEC,ST-ANICET 1 QUEBEC ,Weather StationID 10982,#icon-22,-74.283333,45.116667,0
ST-JOVITE QUEBEC,ST-JOVITE QUEBEC ,Weather StationID 10868,#icon-22,-74.55,46.066667,0
ST. LINA AGCM ALBERTA,ST. LINA AGCM ALBERTA ,Weather StationID 47127,#icon-22,-111.45,54.266667,0
ST. MARY RESERVOIR ALBERTA,ST. MARY RESERVOIR ALBERTA ,Weather StationID 45727,#icon-22,-113.1,49.35,0
ST. PAUL AGCM ALBERTA,ST. PAUL AGCM ALBERTA ,Weather StationID 32457,#icon-22,-111.266667,54,0
ST. PETERS PRINCE EDWARD ISLAND,ST. PETERS PRINCE EDWARD ISLAND ,Weather StationID 41903,#icon-22,-62.566667,46.45,0
ST. STEPHEN NEW BRUNSWICK,ST. STEPHEN NEW BRUNSWICK ,Weather StationID 43383,#icon-22,-67.25,45.2,0
STANDARD AGCM ALBERTA,STANDARD AGCM ALBERTA ,Weather StationID 46849,#icon-22,-112.966667,51.216667,0
STAVELY AAFC ALBERTA,STAVELY AAFC ALBERTA ,Weather StationID 27200,#icon-22,-113.883333,50.183333,0
STE-ANNE-DE-BELLEVUE 1 QUEBEC,STE-ANNE-DE-BELLEVUE 1 QUEBEC ,Weather StationID 10873,#icon-22,-73.916667,45.416667,0
STE-CLOTHILDE QUEBEC,STE-CLOTHILDE QUEBEC ,Weather StationID 10762,#icon-22,-73.666667,45.166667,0
STE-FOY (U. LAVAL) QUEBEC,STE-FOY (U. LAVAL) QUEBEC ,Weather StationID 27377,#icon-22,-71.283333,46.766667,0
STEPHENVILLE A NEWFOUNDLAND,STEPHENVILLE A NEWFOUNDLAND ,Weather StationID 6740,#icon-22,-58.55,48.533333,0
STEPHENVILLE RCS NEWFOUNDLAND,STEPHENVILLE RCS NEWFOUNDLAND ,Weather StationID 47607,#icon-22,-58.55,48.55,0
STETTLER AGDM ALBERTA,STETTLER AGDM ALBERTA ,Weather StationID 32458,#icon-22,-112.583333,52.333333,0
STEWART A BRITISH COLUMBIA,STEWART A BRITISH COLUMBIA ,Weather StationID 434,#icon-22,-129.983333,55.933333,0
STEWART VALLEY SASKATCHEWAN,STEWART VALLEY SASKATCHEWAN ,Weather StationID 3151,#icon-22,-107.8,50.6,0
STONY MOUNTAIN MANITOBA,STONY MOUNTAIN MANITOBA ,Weather StationID 3678,#icon-22,-97.166667,50.116667,0
STONY RAPIDS A SASKATCHEWAN,STONY RAPIDS A SASKATCHEWAN ,Weather StationID 3394,#icon-22,-105.833333,59.25,0
STORM HILLS NORTHWEST TERRITORIES,STORM HILLS NORTHWEST TERRITORIES ,Weather StationID 10824,#icon-22,-133.933333,68.9,0
STRATHMORE AGDM ALBERTA,STRATHMORE AGDM ALBERTA ,Weather StationID 42725,#icon-22,-113.283333,51.033333,0
STRATHROY-MULLIFARRY ONTARIO,STRATHROY-MULLIFARRY ONTARIO ,Weather StationID 27647,#icon-22,-81.633333,42.966667,0
SUDBURY A ONTARIO,SUDBURY A ONTARIO ,Weather StationID 4132,#icon-22,-80.783333,46.616667,0
SUMMERLAND CS BRITISH COLUMBIA,SUMMERLAND CS BRITISH COLUMBIA ,Weather StationID 979,#icon-22,-119.633333,49.55,0
SUMMERSIDE PRINCE EDWARD ISLAND,SUMMERSIDE PRINCE EDWARD ISLAND ,Weather StationID 10800,#icon-22,-63.833333,46.433333,0
SUNDRE A ALBERTA,SUNDRE A ALBERTA ,Weather StationID 10105,#icon-22,-114.666667,51.766667,0
SWAN RIVER RCS MANITOBA,SWAN RIVER RCS MANITOBA ,Weather StationID 10188,#icon-22,-101.216667,52.1,0
SWIFT CURRENT A SASKATCHEWAN,SWIFT CURRENT A SASKATCHEWAN ,Weather StationID 3155,#icon-22,-107.683333,50.3,0
SWIFT CURRENT CDA SASKATCHEWAN,SWIFT CURRENT CDA SASKATCHEWAN ,Weather StationID 3157,#icon-22,-107.733333,50.266667,0
SYDNEY A NOVA SCOTIA,SYDNEY A NOVA SCOTIA ,Weather StationID 6486,#icon-22,-60.033333,46.166667,0
SYDNEY CS NOVA SCOTIA,SYDNEY CS NOVA SCOTIA ,Weather StationID 44503,#icon-22,-60.033333,46.15,0
TALOYOAK A NUNAVUT,TALOYOAK A NUNAVUT ,Weather StationID 1783,#icon-22,-93.566667,69.533333,0
TAPLEY ONTARIO,TAPLEY ONTARIO ,Weather StationID 44205,#icon-22,-78.5,44.166667,0
TASIUJAQ A QUEBEC,TASIUJAQ A QUEBEC ,Weather StationID 10856,#icon-22,-69.933333,58.666667,0
TATLAYOKO LAKE RCS BRITISH COLUMBIA,TATLAYOKO LAKE RCS BRITISH COLUMBIA ,Weather StationID 30494,#icon-22,-124.4,51.666667,0
TAWATINAW AGCM ALBERTA,TAWATINAW AGCM ALBERTA ,Weather StationID 47108,#icon-22,-113.516667,54.283333,0
TEEPEE CREEK AGCM ALBERTA,TEEPEE CREEK AGCM ALBERTA ,Weather StationID 47109,#icon-22,-118.4,55.35,0
TERRA NOVA NAT PARK CS NEWFOUNDLAND,TERRA NOVA NAT PARK CS NEWFOUNDLAND ,Weather StationID 27142,#icon-22,-53.966667,48.55,0
TERRACE A BRITISH COLUMBIA,TERRACE A BRITISH COLUMBIA ,Weather StationID 441,#icon-22,-128.566667,54.45,0
TERRACE PCC BRITISH COLUMBIA,TERRACE PCC BRITISH COLUMBIA ,Weather StationID 442,#icon-22,-128.616667,54.5,0
TESLIN (AUT) YUKON TERRITORY,TESLIN (AUT) YUKON TERRITORY ,Weather StationID 8985,#icon-22,-132.733333,60.166667,0
TESLIN A YUKON TERRITORY,TESLIN A YUKON TERRITORY ,Weather StationID 1610,#icon-22,-132.733333,60.166667,0
TETSA RIVER BRITISH COLUMBIA,TETSA RIVER BRITISH COLUMBIA ,Weather StationID 1464,#icon-22,-124.216667,58.65,0
THE PAS A MANITOBA,THE PAS A MANITOBA ,Weather StationID 3864,#icon-22,-101.1,53.966667,0
THE PAS CLIMATE MANITOBA,THE PAS CLIMATE MANITOBA ,Weather StationID 43983,#icon-22,-101.1,53.966667,0
THETFORD MINES RCS QUEBEC,THETFORD MINES RCS QUEBEC ,Weather StationID 45309,#icon-22,-71.25,46.033333,0
THOMPSON A MANITOBA,THOMPSON A MANITOBA ,Weather StationID 3905,#icon-22,-97.85,55.8,0
THOMPSON ZOO MANITOBA,THOMPSON ZOO MANITOBA ,Weather StationID 3908,#icon-22,-97.85,55.75,0
THOMSEN RIVER NORTHWEST TERRITORIES,THOMSEN RIVER NORTHWEST TERRITORIES ,Weather StationID 10598,#icon-22,-119.533333,73.216667,0
THORNBURY 3 ONTARIO,THORNBURY 3 ONTARIO ,Weather StationID 44987,#icon-22,-80.466667,44.55,0
THORSBY AGCM ALBERTA,THORSBY AGCM ALBERTA ,Weather StationID 46850,#icon-22,-113.883333,53.216667,0
THREE HILLS ALBERTA,THREE HILLS ALBERTA ,Weather StationID 10907,#icon-22,-113.216667,51.683333,0
THUNDER BAY A ONTARIO,THUNDER BAY A ONTARIO ,Weather StationID 4055,#icon-22,-89.316667,48.366667,0
THUNDER BAY AWOS ONTARIO,THUNDER BAY AWOS ONTARIO ,Weather StationID 30667,#icon-22,-89.316667,48.366667,0
THUNDER BAY BURWOOD ONTARIO,THUNDER BAY BURWOOD ONTARIO ,Weather StationID 44324,#icon-22,-89.266667,48.4,0
THUNDER BAY CS ONTARIO,THUNDER BAY CS ONTARIO ,Weather StationID 30682,#icon-22,-89.316667,48.366667,0
TILLSONBURG NORTH ONTARIO,TILLSONBURG NORTH ONTARIO ,Weather StationID 27488,#icon-22,-80.733333,42.85,0
TIMMINS CLIMATE ONTARIO,TIMMINS CLIMATE ONTARIO ,Weather StationID 47547,#icon-22,-81.383333,48.55,0
TIMMINS VICTOR POWER A ONTARIO,TIMMINS VICTOR POWER A ONTARIO ,Weather StationID 4180,#icon-22,-81.366667,48.566667,0
TOBERMORY RCS ONTARIO,TOBERMORY RCS ONTARIO ,Weather StationID 45607,#icon-22,-81.633333,45.233333,0
TOFINO A BRITISH COLUMBIA,TOFINO A BRITISH COLUMBIA ,Weather StationID 277,#icon-22,-125.766667,49.066667,0
TOMAHAWK AGDM ALBERTA,TOMAHAWK AGDM ALBERTA ,Weather StationID 43581,#icon-22,-114.716667,53.433333,0
TORONTO BUTTONVILLE A ONTARIO,TORONTO BUTTONVILLE A ONTARIO ,Weather StationID 4841,#icon-22,-79.366667,43.85,0
TORONTO CITY ONTARIO,TORONTO CITY ONTARIO ,Weather StationID 31688,#icon-22,-79.4,43.666667,0
TORONTO CITY CENTRE ONTARIO,TORONTO CITY CENTRE ONTARIO ,Weather StationID 30247,#icon-22,-79.383333,43.616667,0
TORONTO EAST YORK DUSTAN ONTARIO,TORONTO EAST YORK DUSTAN ONTARIO ,Weather StationID 45967,#icon-22,-79.333333,43.683333,0
TORONTO LESTER B. PEARSON INT'L A ONTARIO,TORONTO LESTER B. PEARSON INT'L A ONTARIO ,Weather StationID 5097,#icon-22,-79.616667,43.666667,0
TRACADIE NOVA SCOTIA,TRACADIE NOVA SCOTIA ,Weather StationID 41575,#icon-22,-61.666667,45.6,0
TRAIL VALLEY NORTHWEST TERRITORIES,TRAIL VALLEY NORTHWEST TERRITORIES ,Weather StationID 27620,#icon-22,-133.5,68.733333,0
TRAVERS AGCM ALBERTA,TRAVERS AGCM ALBERTA ,Weather StationID 46914,#icon-22,-112.85,50.3,0
TREELON SASKATCHEWAN,TREELON SASKATCHEWAN ,Weather StationID 3195,#icon-22,-108.383333,49,0
TRENTON A ONTARIO,TRENTON A ONTARIO ,Weather StationID 5126,#icon-22,-77.533333,44.116667,0
TROIS-RIVIERES QUEBEC,TROIS-RIVIERES QUEBEC ,Weather StationID 10764,#icon-22,-72.5,46.35,0
TROUT LAKE NORTHWEST TERRITORIES,TROUT LAKE NORTHWEST TERRITORIES ,Weather StationID 10880,#icon-22,-121.233333,60.433333,0
TUKIALIK BAY NEWFOUNDLAND,TUKIALIK BAY NEWFOUNDLAND ,Weather StationID 10837,#icon-22,-58.35,54.7,0
TUKTOYAKTUK A NORTHWEST TERRITORIES,TUKTOYAKTUK A NORTHWEST TERRITORIES ,Weather StationID 1700,#icon-22,-133.016667,69.433333,0
TUKTUT NOGAIT NORTHWEST TERRITORIES,TUKTUT NOGAIT NORTHWEST TERRITORIES ,Weather StationID 27626,#icon-22,-122.35,69.183333,0
TULLIBY LAKE AGCM ALBERTA,TULLIBY LAKE AGCM ALBERTA ,Weather StationID 46851,#icon-22,-110.066667,53.65,0
TWILLINGATE (AUT) NEWFOUNDLAND,TWILLINGATE (AUT) NEWFOUNDLAND ,Weather StationID 7083,#icon-22,-54.8,49.683333,0
TWO HILLS AGDM ALBERTA,TWO HILLS AGDM ALBERTA ,Weather StationID 32459,#icon-22,-111.666667,53.616667,0
UDORA ONTARIO,UDORA ONTARIO ,Weather StationID 4525,#icon-22,-79.15,44.25,0
ULUKHAKTOK A NORTHWEST TERRITORIES,ULUKHAKTOK A NORTHWEST TERRITORIES ,Weather StationID 1789,#icon-22,-117.8,70.75,0
UMIUJAQ A QUEBEC,UMIUJAQ A QUEBEC ,Weather StationID 10878,#icon-22,-76.516667,56.516667,0
UPPER STEWIACKE RCS NOVA SCOTIA,UPPER STEWIACKE RCS NOVA SCOTIA ,Weather StationID 44363,#icon-22,-63.05,45.216667,0
UPSALA (AUT) ONTARIO,UPSALA (AUT) ONTARIO ,Weather StationID 4057,#icon-22,-90.466667,49.033333,0
URANIUM CITY (AUT) SASKATCHEWAN,URANIUM CITY (AUT) SASKATCHEWAN ,Weather StationID 9831,#icon-22,-108.483333,59.566667,0
VAL MARIE SOUTHEAST SASKATCHEWAN,VAL MARIE SOUTHEAST SASKATCHEWAN ,Weather StationID 10821,#icon-22,-107.583333,49.05,0
VAL-D'OR A QUEBEC,VAL-D'OR A QUEBEC ,Weather StationID 6081,#icon-22,-77.783333,48.05,0
VAL-D'OR A QUEBEC,VAL-D'OR A QUEBEC ,Weather StationID 30172,#icon-22,-77.783333,48.05,0
VALCARTIER A QUEBEC,VALCARTIER A QUEBEC ,Weather StationID 29452,#icon-22,-71.5,46.9,0
VALLEYVIEW AGDM ALBERTA,VALLEYVIEW AGDM ALBERTA ,Weather StationID 32460,#icon-22,-117.183333,55.083333,0
VANCOUVER HARBOUR CS BRITISH COLUMBIA,VANCOUVER HARBOUR CS BRITISH COLUMBIA ,Weather StationID 888,#icon-22,-123.116667,49.283333,0
VANCOUVER INT'L A BRITISH COLUMBIA,VANCOUVER INT'L A BRITISH COLUMBIA ,Weather StationID 889,#icon-22,-123.166667,49.183333,0
VANDERHOOF BRITISH COLUMBIA,VANDERHOOF BRITISH COLUMBIA ,Weather StationID 655,#icon-22,-124.016667,54.033333,0
VARENNES QUEBEC,VARENNES QUEBEC ,Weather StationID 26856,#icon-22,-73.366667,45.716667,0
VAUXHALL CDA CS ALBERTA,VAUXHALL CDA CS ALBERTA ,Weather StationID 10889,#icon-22,-112.133333,50.05,0
