sourceid,dstid,month,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
32,58,08,1903.67,593.23,1825.74,1.33
35,28,08,796.83,294.43,747.98,1.43
70,108,08,2098.29,705.64,1991.99,1.37
106,95,08,1558.25,369.53,1515.31,1.27
107,85,08,1924.62,459.26,1872.24,1.26
109,65,08,1260.32,441.42,1188.08,1.43
108,75,08,1692.86,649.63,1585.55,1.43
48,49,07,832.82,365.82,766.39,1.5
44,89,07,1030.87,384.74,969.52,1.41
121,5,08,1733.13,628.72,1647.38,1.36
43,99,07,541.28,230.7,499.63,1.48
49,39,07,1220.07,491.43,1136.78,1.45
46,69,07,1613.84,834.55,1495.09,1.43
1,127,09,1286.1,383.19,1233.21,1.34
12,17,09,969.31,311.43,926.78,1.34
2,117,09,2134.29,423.71,2093.92,1.21
129,95,08,920.93,308.52,878.8,1.35
11,27,09,2114.95,689.37,2016.91,1.35
47,59,07,1846.64,718.68,1731.54,1.42
105,90,07,1376.21,561.61,1297.71,1.38
109,50,07,526.37,233.91,484.27,1.5
45,121,07,462.62,282.2,397.64,1.72
43,141,07,864.44,327.26,811.61,1.42
46,111,07,1023.28,401.46,963.91,1.39
107,70,07,1617.53,598.54,1518.34,1.42
44,131,07,785.96,358.72,722.88,1.48
106,80,07,1352.41,433.01,1292.47,1.34
47,101,07,1295.55,550.69,1212.86,1.41
108,60,07,2393.58,746.09,2279.72,1.37
83,90,08,1460.43,550.61,1388.73,1.35
89,30,08,1970.39,576.18,1889.64,1.34
45,79,07,1322.87,398.56,1269.49,1.33
85,70,08,1730.49,665.42,1620.34,1.43
86,60,08,1162.09,365.04,1112.79,1.33
2,107,08,2470.9,574.76,2401.52,1.28
1,117,08,1758.76,430.33,1711.43,1.26
87,50,08,1902.16,511.64,1841.16,1.28
11,17,08,1146.23,441.01,1078.82,1.4
10,27,08,1571.67,286.54,1547.5,1.19
88,40,08,1484.2,528.61,1403.36,1.39
100,10,07,1957.53,549.62,1883.9,1.32
84,80,08,552.85,205.13,518.9,1.43
94,14,08,1535.03,665.44,1425.78,1.44
118,117,09,1821.76,704.19,1713.23,1.4
117,127,09,2232.97,580.59,2161.01,1.29
91,44,08,1511.49,481.71,1444.7,1.34
119,107,09,1258.37,471.17,1175.67,1.45
28,61,07,1504.84,526.46,1443.62,1.31
90,54,08,1256.01,377.05,1199.39,1.36
27,71,07,1606.35,557.78,1519.58,1.4
81,60,08,1015.57,372.23,958.01,1.4
84,30,08,2149.36,571.72,2075.93,1.3
26,81,07,1507.43,484.27,1440.27,1.35
82,50,08,1757.54,464.11,1704.27,1.27
86,10,08,1790.46,481.51,1728.34,1.3
83,40,08,532.86,187.24,503.92,1.4
40,1,07,835.44,303.09,790.74,1.38
93,24,08,1519.5,610.43,1414.42,1.45
85,20,08,783.61,284.01,737.89,1.41
92,34,08,1400.27,354.27,1358.43,1.28
80,70,08,2092.66,774.0,1960.49,1.43
98,3,07,869.93,282.38,829.58,1.35
89,97,09,1859.49,752.59,1757.98,1.36
5,92,07,1809.41,621.8,1715.71,1.38
9,52,07,1232.13,405.34,1182.54,1.31
6,82,07,2348.98,738.17,2236.97,1.37
122,48,09,341.5,229.1,300.07,1.57
124,28,09,669.55,384.93,597.46,1.57
120,68,09,1568.41,519.73,1497.53,1.34
125,18,09,500.23,200.18,466.32,1.46
121,58,09,232.98,171.08,199.0,1.75
22,119,07,1575.21,574.25,1485.59,1.4
20,139,07,1266.56,404.28,1213.55,1.33
23,109,07,1911.93,581.38,1841.94,1.3
21,129,07,1818.65,520.48,1752.4,1.31
76,121,07,1036.19,384.82,975.12,1.41
75,131,07,1778.84,720.63,1646.06,1.48
74,141,07,1939.63,663.12,1832.72,1.4
65,96,07,169.42,119.64,131.37,2.27
78,101,07,1464.13,499.99,1397.2,1.34
68,66,07,1137.15,348.86,1092.79,1.32
65,19,09,1035.44,548.62,923.82,1.59
60,69,09,1041.55,275.68,1006.43,1.3
63,39,09,1708.81,465.03,1647.52,1.31
77,111,07,1313.98,609.0,1209.99,1.47
64,29,09,1748.38,379.78,1710.55,1.23
61,59,09,1185.39,344.77,1140.27,1.35
62,49,09,1825.03,612.11,1737.46,1.36
66,86,07,1394.51,322.1,1360.37,1.25
101,140,09,1334.73,636.2,1209.7,1.54
105,100,09,2248.59,970.19,2121.05,1.38
59,141,09,530.11,325.75,461.31,1.66
103,120,09,2179.95,649.18,2092.82,1.33
32,22,08,1896.23,585.25,1821.77,1.32
102,130,09,1028.31,467.53,961.0,1.41
30,42,08,1914.75,579.23,1839.69,1.33
43,123,08,2153.26,727.36,2049.62,1.36
44,113,08,1655.86,466.13,1596.04,1.31
45,103,08,1328.53,487.52,1267.52,1.33
87,94,07,1404.97,432.46,1349.81,1.32
42,133,08,1210.26,358.34,1163.96,1.31
88,84,07,1921.46,848.71,1787.78,1.43
67,76,07,642.42,236.83,605.5,1.4
33,12,08,897.19,278.58,859.67,1.34
25,44,09,993.37,509.44,890.23,1.58
20,94,09,1545.61,454.71,1486.8,1.31
23,64,09,646.74,237.11,609.45,1.4
92,11,09,1467.92,469.15,1404.07,1.34
91,21,09,2149.63,745.12,2044.66,1.36
90,31,09,1664.29,690.35,1544.23,1.46
24,54,09,798.21,309.51,750.71,1.4
70,18,08,1376.6,375.09,1329.21,1.3
69,56,07,1546.19,599.52,1452.92,1.41
28,14,09,980.35,445.31,910.65,1.43
140,137,08,1616.75,634.34,1511.17,1.44
138,114,07,1760.62,685.84,1648.13,1.42
141,127,08,1254.44,447.07,1185.75,1.39
137,124,07,903.36,313.55,860.01,1.35
22,74,09,532.5,233.95,493.21,1.46
136,134,07,1694.24,540.19,1616.68,1.35
139,104,07,1517.83,544.81,1429.02,1.41
27,24,09,951.27,426.54,874.94,1.49
1,78,08,1392.03,409.92,1338.72,1.32
44,28,07,450.72,284.45,391.14,1.66
5,38,08,661.63,242.7,626.73,1.38
40,68,07,468.76,223.22,429.25,1.5
14,27,07,826.59,322.49,772.19,1.44
2,68,08,2414.23,686.48,2331.7,1.29
41,58,07,1619.5,475.39,1552.16,1.34
26,34,09,672.52,237.42,639.36,1.36
4,48,08,1175.63,533.97,1082.73,1.48
43,38,07,285.34,183.5,238.73,1.86
13,37,07,678.16,217.37,650.34,1.33
6,28,08,1442.57,557.87,1348.49,1.47
42,48,07,1105.42,512.27,1015.51,1.48
11,57,07,983.49,470.83,906.96,1.46
27,114,09,2094.11,598.95,2016.64,1.31
28,104,09,1155.16,462.07,1089.16,1.38
45,18,07,811.05,252.28,777.78,1.33
26,124,09,1422.82,494.78,1353.73,1.36
3,137,07,1631.26,380.79,1588.59,1.26
25,134,09,1435.1,562.25,1345.79,1.42
7,18,08,2088.58,405.99,2051.48,1.21
56,36,08,1641.8,494.58,1576.8,1.32
12,47,07,2437.41,627.48,2366.37,1.27
57,26,08,1031.42,334.58,982.87,1.36
