sourceid,dstid,month,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
108,132,12,888.26,262.56,856.89,1.29
70,129,10,1682.83,355.7,1646.87,1.23
85,14,11,1229.76,470.3,1164.14,1.37
43,119,11,1122.42,287.95,1090.56,1.27
54,123,10,2094.77,1009.19,1916.92,1.49
55,113,10,1003.6,308.67,960.64,1.34
54,122,10,373.29,226.32,300.75,2.11
56,102,10,1756.55,506.95,1696.88,1.29
55,112,10,1249.19,360.31,1202.73,1.31
56,103,10,2180.89,584.32,2106.88,1.3
53,132,10,1946.1,436.01,1896.48,1.26
141,139,11,640.15,312.55,581.05,1.54
109,122,12,1073.4,452.56,1002.94,1.43
89,110,12,908.83,277.79,879.62,1.27
73,71,11,599.12,287.44,552.44,1.47
86,140,12,1632.47,451.25,1578.2,1.29
88,119,12,1169.68,336.56,1126.94,1.31
74,61,11,1302.5,291.6,1273.57,1.23
89,109,12,1567.16,420.33,1517.43,1.28
74,90,10,818.99,320.31,778.0,1.35
79,40,10,845.99,256.85,811.36,1.33
63,76,11,916.61,245.69,887.26,1.29
62,86,11,1361.4,418.9,1306.74,1.32
78,50,10,1845.93,290.19,1824.27,1.16
64,66,11,202.44,130.69,164.73,2.02
77,60,10,550.53,214.59,519.26,1.39
65,56,11,1120.43,462.53,1044.62,1.43
110,123,10,416.87,176.46,384.8,1.49
69,96,11,158.21,131.52,110.03,2.7
61,96,11,1228.24,331.67,1187.03,1.3
111,113,10,1795.97,502.83,1730.61,1.32
68,26,11,1782.65,462.04,1729.97,1.27
76,70,10,1813.95,535.55,1743.44,1.32
69,16,11,1783.0,566.43,1714.7,1.31
75,80,10,1831.35,815.54,1675.29,1.52
67,36,11,1258.74,390.24,1207.69,1.32
89,127,11,179.35,105.55,145.41,2.13
88,137,11,236.61,140.76,199.47,1.91
45,109,12,774.3,286.66,736.29,1.35
44,119,12,709.15,305.44,653.24,1.49
33,15,12,1918.19,392.22,1879.69,1.22
103,6,10,869.53,216.11,846.57,1.25
43,129,12,1591.22,385.66,1547.56,1.26
66,46,11,1779.9,441.33,1727.98,1.27
30,45,12,1455.59,391.5,1409.65,1.28
42,139,12,1069.49,343.97,1025.66,1.32
131,119,10,1536.03,406.27,1483.44,1.3
132,109,10,1950.31,546.17,1883.17,1.3
130,129,10,1243.68,329.5,1208.55,1.26
32,25,12,1852.74,403.28,1815.05,1.22
31,35,12,1281.55,295.26,1251.75,1.24
58,61,11,1767.03,650.76,1685.4,1.33
56,81,11,1609.1,843.45,1480.88,1.45
55,91,11,1223.65,358.97,1177.58,1.31
57,71,11,406.64,238.97,361.64,1.58
70,1,11,1603.12,546.89,1516.67,1.39
135,48,12,864.42,361.45,805.01,1.44
59,51,11,1749.17,356.93,1713.01,1.23
2,32,11,1269.63,390.76,1212.48,1.36
4,12,11,1088.8,422.18,1024.62,1.4
1,42,11,580.62,241.07,537.57,1.5
3,22,11,1262.54,374.57,1214.81,1.31
134,58,12,1271.41,325.58,1232.76,1.28
137,28,12,1339.38,457.58,1289.44,1.29
133,68,12,1245.56,297.74,1215.25,1.24
132,78,12,888.26,262.71,854.86,1.31
93,139,10,874.99,411.18,797.06,1.53
96,109,10,1282.18,369.57,1231.73,1.33
9,90,11,1525.87,495.33,1457.05,1.34
95,119,10,1505.56,427.95,1451.55,1.3
138,18,12,1459.15,404.5,1409.51,1.29
94,129,10,865.64,228.71,838.96,1.28
4,13,12,614.13,180.94,595.89,1.26
2,33,12,1463.91,401.58,1413.43,1.3
8,7,11,351.14,144.9,323.8,1.51
131,88,12,1326.91,310.01,1293.67,1.25
1,43,12,2080.93,384.88,2047.35,1.2
136,38,12,1766.49,481.62,1694.33,1.35
54,5,11,550.88,213.55,507.88,1.53
39,95,11,1671.81,389.74,1628.65,1.26
130,98,12,1239.16,534.74,1180.63,1.31
25,8,10,424.77,207.34,368.25,1.84
39,91,12,1447.39,305.02,1417.82,1.22
54,1,12,1863.62,568.89,1783.45,1.34
29,128,11,1150.75,285.26,1118.29,1.27
28,138,11,980.51,330.11,949.6,1.26
119,48,10,528.62,208.59,498.64,1.39
115,88,10,549.37,226.25,510.46,1.46
116,78,10,2024.08,431.23,1980.05,1.23
125,16,12,939.06,274.65,912.2,1.25
114,98,10,2047.27,564.18,1977.74,1.29
53,128,12,878.07,270.58,840.3,1.35
55,108,12,1310.09,356.82,1268.23,1.28
121,56,12,608.7,272.9,576.34,1.36
118,58,10,2215.82,653.97,2124.97,1.34
124,26,12,1272.3,331.4,1230.86,1.29
117,68,10,1848.21,615.16,1764.25,1.34
54,118,12,624.67,226.08,591.74,1.38
120,66,12,554.37,178.35,529.7,1.35
52,138,12,2004.85,715.55,1918.13,1.32
122,46,12,962.4,384.73,902.76,1.41
123,36,12,1091.22,370.62,1043.0,1.33
106,7,10,1376.37,345.82,1339.53,1.25
21,3,12,853.94,193.58,834.89,1.23
5,126,12,777.25,297.11,734.96,1.37
7,106,12,1584.94,476.01,1527.61,1.3
12,56,12,1418.18,386.12,1371.38,1.29
12,5,11,646.34,252.2,607.69,1.41
11,66,12,837.21,329.28,789.5,1.38
13,46,12,650.26,252.99,608.18,1.46
130,107,10,735.86,335.31,671.24,1.53
4,136,12,471.52,178.21,450.88,1.32
15,26,12,1761.61,311.58,1734.46,1.19
14,36,12,828.88,252.66,793.54,1.36
35,25,11,1810.46,339.74,1778.46,1.21
32,55,11,790.12,264.04,751.6,1.37
33,45,11,832.34,293.76,788.17,1.38
31,65,11,1228.81,456.25,1166.0,1.36
34,35,11,530.77,203.03,495.99,1.45
24,140,12,980.95,377.13,924.92,1.39
28,100,12,1352.59,392.51,1304.24,1.3
26,120,12,306.8,140.97,278.11,1.59
30,75,11,696.95,248.55,661.25,1.37
25,130,12,1074.36,342.46,1027.76,1.34
36,15,11,1904.25,454.48,1854.59,1.26
16,16,12,337.54,436.82,213.99,2.63
50,107,12,1598.49,431.9,1549.81,1.27
130,1,10,1095.03,375.57,1034.96,1.4
116,81,10,1589.51,388.88,1547.5,1.25
61,59,12,1111.23,308.67,1076.51,1.28
115,91,10,1283.91,501.87,1211.57,1.38
65,19,12,891.94,386.25,826.14,1.46
117,71,10,1391.21,519.69,1309.09,1.4
7,117,11,1274.01,294.44,1242.26,1.25
109,66,12,1185.23,453.59,1114.36,1.41
13,57,11,934.15,359.85,881.21,1.38
119,51,10,2003.68,635.44,1914.3,1.35
121,6,12,1229.51,348.93,1196.78,1.24
12,67,11,1501.39,405.38,1453.65,1.28
108,76,12,761.99,221.68,736.16,1.29
118,61,10,1313.77,326.8,1276.92,1.26
14,47,11,1471.23,698.85,1357.14,1.46
106,96,12,1308.69,415.17,1255.11,1.32
97,5,12,1355.16,477.61,1288.82,1.35
63,39,12,1600.76,476.84,1543.17,1.3
118,59,12,247.3,150.11,218.52,1.61
119,49,12,1189.73,345.35,1145.0,1.31
117,69,12,2007.7,478.11,1954.13,1.26
11,77,11,1457.71,430.36,1404.64,1.3
60,69,12,981.6,290.7,945.78,1.32
115,89,12,982.82,322.73,940.66,1.33
5,137,11,1226.52,409.36,1166.92,1.36
107,86,12,1725.57,306.41,1698.37,1.2
64,29,12,1740.52,541.12,1671.44,1.32
116,79,12,1358.58,302.59,1326.98,1.24
10,87,11,2594.42,467.55,2553.83,1.19
127,94,11,272.48,182.74,223.73,1.88
129,74,11,1435.35,449.7,1352.08,1.54
62,49,12,1452.74,419.03,1404.27,1.28
81,51,10,1288.48,491.5,1209.62,1.41
82,41,10,570.75,250.07,522.99,1.52
98,141,11,1838.63,564.55,1753.12,1.38
85,11,10,1320.54,454.85,1255.38,1.36
16,27,11,1572.06,464.83,1510.17,1.32
83,31,10,1428.11,404.55,1379.02,1.29
128,84,11,1717.36,557.09,1633.16,1.37
39,55,12,400.69,218.32,349.79,1.69
17,17,11,188.4,293.46,115.07,2.36
91,47,11,949.96,245.76,923.07,1.26
38,65,12,584.3,209.56,557.99,1.33
124,22,10,431.65,204.89,398.36,1.47
125,12,10,1126.64,299.95,1093.57,1.27
121,52,10,712.44,249.58,675.3,1.38
50,5,12,1333.35,332.62,1297.24,1.26
122,42,10,1246.93,591.27,1148.65,1.46
90,57,11,510.11,398.44,419.71,1.82
